#Parameters = {L=6; d=0.018; h=0.508; h_air=12; w=2.75}
#"Frequency / GHz"	"SZmax(2),Zmax(2) [Real/Imaginary Part] [Re]"	"SZmax(2),Zmax(2) [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------------------------------
20.000000000000	-0.76028860195289	0.64436690863141
20.010000000000	-0.75966376487614	0.64508244589179
20.020000000000	-0.75903632209082	0.64579952227106
20.030000000000	-0.75840625682458	0.64651814356808
20.040000000000	-0.75777355216676	0.64723831556736
20.050000000000	-0.75713819106918	0.64796004402979
20.060000000000	-0.75650015634815	0.64868333468044
20.070000000000	-0.75585943068852	0.64940819319226
20.080000000000	-0.75521599665099	0.65013462516412
20.090000000000	-0.75456983668471	0.65086263609083
20.100000000000	-0.75392093314877	0.65159223132181
20.110000000000	-0.75326926834875	0.65232341600343
20.120000000000	-0.75261482459957	0.65305619499807
20.130000000000	-0.75195758433505	0.65379057277010
20.140000000000	-0.75129753030302	0.65452655322664
20.150000000000	-0.75063464592112	0.65526413950249
20.156250000000	-0.75021889903280	0.65572594736409
20.160000000000	-0.74996891594218	0.65600333369735
20.170000000000	-0.74930032772634	0.65674413665343
20.180000000000	-0.74862887369673	0.65748654814958
20.190000000000	-0.74795455594809	0.65823056884274
20.200000000000	-0.74727739369363	0.65897620817142
20.210000000000	-0.74659742826209	0.65972350897632
20.220000000000	-0.74591469157226	0.66047259886877
20.230000000000	-0.74522906638444	0.66122369314017
20.240000000000	-0.74454019445012	0.66197683001609
20.250000000000	-0.74384786982425	0.66273168139633
20.260000000000	-0.74315226173176	0.66348799703670
20.270000000000	-0.74245355589188	0.66424579739733
20.280000000000	-0.74175180707389	0.66500517662364
20.290000000000	-0.74104700198224	0.66576620292298
20.300000000000	-0.74033910916409	0.66652891536011
20.310000000000	-0.73962809578918	0.66729333635073
20.312500000000	-0.73944985122103	0.66748471032837
20.320000000000	-0.73891393129159	0.66805948006119
20.330000000000	-0.73819658743817	0.66882735668616
20.340000000000	-0.73747603772188	0.66959697449829
20.350000000000	-0.73675225678921	0.67036834082879
20.360000000000	-0.73602522001841	0.67114146254430
20.370000000000	-0.73529490322950	0.67191634628340
20.380000000000	-0.73456128248842	0.67269299857538
20.390000000000	-0.73382433397440	0.67347142590003
20.400000000000	-0.73308403388938	0.67425163471672
20.410000000000	-0.73234035839518	0.67503363147710
20.420000000000	-0.73159328356956	0.67581742262863
