#Parameters = {L=6; d=0.018; h=0.508; h_air=12; w=2.75}
#"Frequency / GHz"	"SZmax(1),Zmax(1) [Real/Imaginary Part] [Re]"	"SZmax(1),Zmax(1) [Real/Imaginary Part] [Im]"
#-------------------------------------------------------------------------------------------------------------
20.000000000000	-0.89473520927280	0.44215145450790
20.010000000000	-0.89445986476345	0.44269002949852
20.020000000000	-0.89418336373262	0.44322999951530
20.030000000000	-0.89390569874258	0.44377137193602
20.040000000000	-0.89362686228174	0.44431415415277
20.050000000000	-0.89334684676516	0.44485835357607
20.060000000000	-0.89306564453493	0.44540397763839
20.070000000000	-0.89278324786033	0.44595103379737
20.080000000000	-0.89249964893790	0.44649952953858
20.090000000000	-0.89221483989133	0.44704947237805
20.100000000000	-0.89192881277131	0.44760086986448
20.110000000000	-0.89164155955525	0.44815372958129
20.120000000000	-0.89135307214697	0.44870805914843
20.130000000000	-0.89106334237627	0.44926386622405
20.140000000000	-0.89077236199848	0.44982115850602
20.150000000000	-0.89048012269398	0.45037994373334
20.156250000000	-0.89029683010286	0.45072994609247
20.160000000000	-0.89018661606765	0.45094022968740
20.170000000000	-0.88989183364824	0.45150202419325
20.180000000000	-0.88959576688781	0.45206533512065
20.190000000000	-0.88929840716104	0.45263017038516
20.200000000000	-0.88899974576456	0.45319653794913
20.210000000000	-0.88869977391627	0.45376444582263
20.220000000000	-0.88839848275457	0.45433390206433
20.230000000000	-0.88809586333761	0.45490491478241
20.240000000000	-0.88779190664257	0.45547749213528
20.250000000000	-0.88748660356482	0.45605164233247
20.260000000000	-0.88717994491710	0.45662737363531
20.270000000000	-0.88687192142874	0.45720469435773
20.280000000000	-0.88656252374478	0.45778361286694
20.290000000000	-0.88625174242509	0.45836413758415
20.300000000000	-0.88593956794356	0.45894627698528
20.310000000000	-0.88562599068714	0.45953003960161
20.312500000000	-0.88554737605459	0.45967623488815
20.320000000000	-0.88531100095498	0.46011543402048
20.330000000000	-0.88499458895746	0.46070246888598
20.340000000000	-0.88467674481532	0.46129115289957
20.350000000000	-0.88435745855868	0.46188149482085
20.360000000000	-0.88403672012608	0.46247350346814
20.370000000000	-0.88371451936353	0.46306718771928
20.380000000000	-0.88339084602355	0.46366255651230
20.390000000000	-0.88306568976414	0.46425961884619
20.400000000000	-0.88273904014787	0.46485838378168
20.410000000000	-0.88241088664082	0.46545886044212
20.420000000000	-0.88208121861167	0.46606105801438
20.430000000000	-0.88175002533069	0.46666498574988
20.440000000000	-0.88141729596880	0.46727065296579
20.450000000000	-0.88108301959668	0.46787806904636
20.460000000000	-0.88074718518387	0.46848724344467
20.468750000000	-0.88045204324345	0.46902172089846
20.470000000000	-0.88040978159805	0.46909818568460
20.480000000000	-0.88007079760435	0.46971090536365
20.490000000000	-0.87973022186487	0.47032541215647
20.500000000000	-0.87938804293858	0.47094171582002
20.510000000000	-0.87904424928156	0.47155982620091
20.520000000000	-0.87869882924803	0.47217975324662
20.530000000000	-0.87835177109266	0.47280150702326
20.540000000000	-0.87800306297476	0.47342509774518
20.550000000000	-0.87765269296620	0.47405053582713
20.560000000000	-0.87730064906561	0.47467783198239
20.570000000000	-0.87694691922445	0.47530699742306
20.580000000000	-0.87659149139452	0.47593804431314
20.590000000000	-0.87623435360603	0.47657098694553
20.600000000000	-0.87587549399106	0.47720584547107
20.610000000000	-0.87551489915009	0.47784266210262
20.620000000000	-0.87515250345981	0.47848162929101
20.625000000000	-0.87497011137318	0.47880227301166
20.630000000000	-0.87478715139370	0.47912101898183
20.640000000000	-0.87442230579238	0.47976379853372
20.650000000000	-0.87405472192434	0.48040839038964
20.660000000000	-0.87368527027429	0.48105486606019
20.670000000000	-0.87331398676447	0.48170328825669
20.680000000000	-0.87294086770308	0.48235368207104
20.690000000000	-0.87256590256139	0.48300606389357
20.700000000000	-0.87218907880256	0.48366044731325
20.710000000000	-0.87181038306801	0.48431684483051
20.720000000000	-0.87142980156336	0.48497526847945
20.730000000000	-0.87104732020857	0.48563573009157
20.740000000000	-0.87066292470410	0.48629824142083
20.750000000000	-0.87027660056256	0.48696281420854
20.760000000000	-0.86988833312470	0.48762946021935
20.770000000000	-0.86949810756768	0.48829819126261
20.780000000000	-0.86910590890928	0.48896901920560
20.781250000000	-0.86905674459097	0.48905302073033
20.790000000000	-0.86871172200976	0.48964195598223
20.800000000000	-0.86831553157249	0.49031701359897
20.810000000000	-0.86791732214362	0.49099420413913
20.820000000000	-0.86751707811136	0.49167353976602
