Frequency,G_off/G_on
20180000000.0,(0.9046333028283612+0.5585569719094271j)
20182000000.0,(0.9060276939939439+0.5598694887237988j)
20184000000.0,(0.907461426302865+0.5611830920033791j)
20186000000.0,(0.9089352017024995+0.5624972217181368j)
20188000000.0,(0.9104497298346472+0.5638112920456567j)
20190000000.0,(0.9120057276495057+0.5651246903841523j)
20192000000.0,(0.913603918977693+0.5664367763406208j)
20194000000.0,(0.9152450340576329+0.5677468806944527j)
20196000000.0,(0.9169298090155106+0.5690543043369297j)
20198000000.0,(0.9186589852948626+0.5703583171871693j)
20200000000.0,(0.9204333090327668+0.5716581570852387j)
20202000000.0,(0.9222535303794606+0.5729530286632967j)
20204000000.0,(0.9241204027580855+0.5742421021958198j)
20206000000.0,(0.9260346820611652+0.5755245124301434j)
20208000000.0,(0.9279971257802623+0.5767993573987615j)
20210000000.0,(0.9300084920651835+0.5780656972150557j)
20212000000.0,(0.9320695387089613+0.579322552854357j)
20214000000.0,(0.9341810220547491+0.5805689049225171j)
20216000000.0,(0.936343695820662+0.5818036924144394j)
20218000000.0,(0.9385583098385069+0.5830258114653284j)
20220000000.0,(0.9408256087022591+0.5842341140977361j)
20222000000.0,(0.9431463303220782+0.5854274069678362j)
20224000000.0,(0.9455212043796083+0.5866044501147315j)
20226000000.0,(0.947950950680248+0.587763955716979j)
20228000000.0,(0.9504362773980832+0.5889045868609635j)
20230000000.0,(0.9529778792091617+0.590024956326173j)
20232000000.0,(0.9555764353088156+0.5911236253929133j)
20234000000.0,(0.9582326073088054+0.5921991026784901j)
20236000000.0,(0.9609470370101331+0.5932498430084113j)
20238000000.0,(0.9637203440474997+0.5942742463297136j)
20240000000.0,(0.9665531234015398+0.5952706566740754j)
20242000000.0,(0.969445942775176+0.5962373611789961j)
20244000000.0,(0.9723993398306716+0.5971725891759117j)
20246000000.0,(0.9754138192842774+0.5980745113547827j)
20248000000.0,(0.9784898498557166+0.5989412390153234j)
20250000000.0,(0.9816278610701753+0.5997708234157286j)
20252000000.0,(0.9848282399109488+0.6005612552304302j)
20254000000.0,(0.9880913273214527+0.6013104641291118j)
20256000000.0,(0.991417414555938+0.6020163184899086j)
20258000000.0,(0.9948067393789715+0.6026766252604057j)
20260000000.0,(0.9982594821145269+0.6032891299807489j)
20262000000.0,(1.0017757615464482+0.6038515169838429j)
20264000000.0,(1.0053556306730165+0.6043614097882751j)
20266000000.0,(1.0089990723194455+0.6048163717002106j)
20268000000.0,(1.0127059946133354+0.6052139066410985j)
20270000000.0,(1.016476226329396+0.605551460218544j)
20272000000.0,(1.020309512111189+0.6058264210581821j)
20274000000.0,(1.0242055075791356+0.6060361224147622j)
20276000000.0,(1.0281637743356973+0.6061778440809724j)
20278000000.0,(1.0321837748803746+0.6062488146127093j)
20280000000.0,(1.036264867449044+0.6062462138895999j)
20282000000.0,(1.040406300794095+0.6061671760294913j)
20284000000.0,(1.044607208923947+0.6060087926754474j)
20286000000.0,(1.0488666058226515+0.6057681166733705j)
20288000000.0,(1.053183380172566+0.6054421661578173j)
20290000000.0,(1.0575562901054039+0.6050279290627755j)
20292000000.0,(1.0619839580093595+0.604522368073151j)
20294000000.0,(1.0664648654224491+0.603922426031479j)
20296000000.0,(1.0709973480446406+0.6032250318128044j)
20298000000.0,(1.075579590903836+0.6024271066788942j)
20300000000.0,(1.0802096237131749+0.6015255711208298j)
20302000000.0,(1.0848853164595125+0.6005173521965887j)
20304000000.0,(1.0896043752652123+0.5993993913674855j)
20306000000.0,(1.09436433856755+0.5981686528342536j)
20308000000.0,(1.0991625736620243+0.596822132370124j)
20310000000.0,(1.103996273657645+0.5953568666444702j)
20312000000.0,(1.1088624548938215+0.5937699430265041j)
20314000000.0,(1.113757954869692+0.5920585098540322j)
20316000000.0,(1.1186794307376176+0.5902197871475409j)
20318000000.0,(1.1236233584130533+0.5882510777447937j)
20320000000.0,(1.12858603235303+0.5861497788257949j)
20322000000.0,(1.1335635660550103+0.5839133937924019j)
20324000000.0,(1.1385518933268464+0.5815395444610727j)
20326000000.0,(1.1435467703769466+0.5790259835213286j)
20328000000.0,(1.1485437787714745+0.5763706072064956j)
20330000000.0,(1.1535383293024606+0.573571468117245j)
20332000000.0,(1.1585256668070092+0.5706267881324756j)
20334000000.0,(1.1635008759733914+0.5675349713362231j)
20336000000.0,(1.1684588881646256+0.5642946168836553j)
20338000000.0,(1.1733944892841996+0.5609045317238924j)
20340000000.0,(1.1783023287019094+0.5573637430924969j)
20342000000.0,(1.1831769292503114+0.553671510682103j)
20344000000.0,(1.1880126982941812+0.5498273383958946j)
20346000000.0,(1.1928039398664936+0.545830985585633j)
20348000000.0,(1.1975448678550809+0.5416824776737318j)
20350000000.0,(1.2022296202141465+0.5373821160576527j)
20352000000.0,(1.2068522741644598+0.5329304871946428j)
20354000000.0,(1.211406862335366+0.5283284707657421j)
20356000000.0,(1.215887389790871+0.5235772468200685j)
20358000000.0,(1.2202878518711082+0.5186783018036697j)
20360000000.0,(1.2246022527696605+0.51363343338187j)
20362000000.0,(1.2288246247566272+0.5084447539699098j)
20364000000.0,(1.2329490479471237+0.5031146928938884j)
20366000000.0,(1.2369696705053541+0.49764599711252827j)
20368000000.0,(1.2408807291655624+0.4920417304399765j)
20370000000.0,(1.244676569943285+0.48630527122078077j)
20372000000.0,(1.2483516689035443+0.48044030842013064j)
20374000000.0,(1.2519006528470944+0.47445083610537603j)
20376000000.0,(1.2553183197716644+0.46834114630856527j)
20378000000.0,(1.2585996589625466+0.4621158202741183j)
20380000000.0,(1.2617398705658172+0.45577971811057677j)
20382000000.0,(1.2647343844981855+0.44933796688047967j)
20384000000.0,(1.2675788785498476+0.44279594717753074j)
20386000000.0,(1.2702692955408907+0.4361592782552173j)
20388000000.0,(1.2728018593977122+0.42943380178557394j)
20390000000.0,(1.2751730900235065+0.4226255643407579j)
20392000000.0,(1.2773798168461252+0.4157407987031659j)
20394000000.0,(1.2794191909373482+0.40878590412189164j)
20396000000.0,(1.28128869560975+0.4017674256440996j)
20398000000.0,(1.2829861554106916+0.39469203265927394j)
20400000000.0,(1.2845097434473558+0.38756649680209987j)
20402000000.0,(1.2858579869919453+0.38039766936584035j)
20404000000.0,(1.2870297713319876+0.3731924583823922j)
20406000000.0,(1.2880243418468618+0.36595780552766877j)
20408000000.0,(1.288841304307989+0.35870066301155745j)
20410000000.0,(1.2894806234163068+0.35142797061041026j)
20412000000.0,(1.2899426196065455+0.3441466329969272j)
20414000000.0,(1.2902279641630583+0.33686349751740724j)
20416000000.0,(1.2903376727065148+0.32958533255982797j)
20418000000.0,(1.2902730971242555+0.3223188066481455j)
20420000000.0,(1.2900359160295063+0.3150704683887744j)
20422000000.0,(1.2896281238457055+0.30784672738456587j)
20424000000.0,(1.2890520186219192+0.30065383621994585j)
20426000000.0,(1.2883101886934094+0.2934978736083998j)
20428000000.0,(1.2874054983080756+0.28638472878039867j)
20430000000.0,(1.2863410723444535+0.27932008717638235j)
20432000000.0,(1.2851202802503534+0.27230941749571763j)
20434000000.0,(1.2837467193330405+0.26535796013886526j)
20436000000.0,(1.282224197532142+0.25847071706650304j)
20438000000.0,(1.280556715805282+0.2516524430861983j)
20440000000.0,(1.2787484502539497+0.24490763856466263j)
20442000000.0,(1.2768037341132663+0.23824054355163507j)
20444000000.0,(1.274727039724451+0.23165513329034654j)
20446000000.0,(1.2725229606028472+0.225155115079224j)
20448000000.0,(1.2701961937076094+0.2187439264402383j)
20450000000.0,(1.2677515220116864+0.2124247345410294j)
20452000000.0,(1.2651937974626937+0.20620043681076547j)
20454000000.0,(1.262527924416808+0.20007366268358903j)
20456000000.0,(1.2597588436190887+0.19404677639848392j)
20458000000.0,(1.256891516794736+0.18812188078045208j)
20460000000.0,(1.2539309119068887+0.1823008219249755j)
20462000000.0,(1.2508819891277345+0.17658519470581527j)
20464000000.0,(1.2477496875610894+0.17097634902520603j)
20466000000.0,(1.2445389127462163+0.16547539672539396j)
20468000000.0,(1.2412545249646991+0.1600832190811314j)
20470000000.0,(1.2379013283645695+0.15480047479414438j)
20472000000.0,(1.234484060908837+0.14962760841262185j)
20474000000.0,(1.231007385148933+0.14456485910136574j)
20476000000.0,(1.2274758798176024+0.13961226969131596j)
20478000000.0,(1.2238940322302565+0.13476969594062677j)
20480000000.0,(1.2202662314789396+0.13003681594325353j)
20482000000.0,(1.2165967623987055+0.12541313962504974j)
20484000000.0,(1.21288980028247+0.12089801827157254j)
20486000000.0,(1.2091494063171708+0.11649065403612305j)
20488000000.0,(1.2053795237114082+0.11219010938092218j)
20490000000.0,(1.201583974482556+0.10799531640870035j)
20492000000.0,(1.1977664568696398+0.10390508604631263j)
20494000000.0,(1.1939305433370353+0.09991811704623746j)
20496000000.0,(1.1900796791331834+0.09603300477594373j)
20498000000.0,(1.186217181368073+0.09224824976908337j)
20500000000.0,(1.1823462385731194+0.08856226601627022j)
20502000000.0,(1.178469910707218+0.08497338897680576j)
20504000000.0,(1.17459112957326+0.08147988329611341j)
20506000000.0,(1.170712699610024+0.07807995021681967j)
20508000000.0,(1.166837299025291+0.07477173467436506j)
20510000000.0,(1.162967481237079+0.07155333207076517j)
20512000000.0,(1.1591056765910832+0.06842279472261295j)
20514000000.0,(1.1552541943237573+0.06537813798170942j)
20516000000.0,(1.151415224741851+0.06241734602872714j)
20518000000.0,(1.1475908415907083+0.05953837734216497j)
20520000000.0,(1.1437830045851642+0.05673916984646377j)
20522000000.0,(1.1399935620783905+0.054017645744585306j)
20524000000.0,(1.1362242538456508+0.05137171604160104j)
20526000000.0,(1.1324767139614245+0.04879928476689379j)
20528000000.0,(1.1287524737499406+0.046298252903485736j)
20530000000.0,(1.1250529647906473+0.04386652203375148j)
20532000000.0,(1.1213795219616192+0.041501997711378094j)
20534000000.0,(1.117733386505332+0.03920259256992608j)
20536000000.0,(1.1141157091026122+0.036966229178682954j)
20538000000.0,(1.1105275529418768+0.0347908426567879j)
20540000000.0,(1.1069698967720507+0.032674383056729824j)
20542000000.0,(1.1034436379287371+0.030614817528422503j)
20544000000.0,(1.0999495953243417+0.02861013227503778j)
20546000000.0,(1.0964885123939334+0.02665833431172116j)
20548000000.0,(1.0930610599896111+0.02475745303817523j)
20550000000.0,(1.0896678392170862+0.022905541635924405j)
20552000000.0,(1.0863093842090612+0.021100678300854835j)
20554000000.0,(1.0829861648307966+0.019340967321351817j)
20556000000.0,(1.0796985893139992+0.017624540012090826j)
20558000000.0,(1.0764470068158647+0.01594955551320612j)
20560000000.0,(1.0732317099007247+0.014314201464242808j)
20562000000.0,(1.0700529369423437+0.012716694561944632j)
20564000000.0,(1.0669108744454296+0.011155281010581428j)
20566000000.0,(1.0638056592853926+0.009628236873147802j)
20568000000.0,(1.0607373808658431+0.008133868331404046j)
20570000000.0,(1.0577060831936789+0.006670511862366658j)
20572000000.0,(1.0547117668719883+0.005236534338477891j)
20574000000.0,(1.0517543910112845+0.0038303330583347056j)
20576000000.0,(1.0488338750598816+0.00245033571449538j)
20578000000.0,(1.045950100554447+0.0010950003045353419j)
20580000000.0,(1.0431029127919997-0.00023718500882125913j)
20582000000.0,(1.0402921224247887-0.0015477020829891184j)
20584000000.0,(1.0375175069796612-0.00283800302105497j)
20586000000.0,(1.034778812303659-0.004109510432681101j)
20588000000.0,(1.0320757539377006-0.005363617725815411j)
20590000000.0,(1.0294080184203014-0.006601689424912145j)
20592000000.0,(1.0267752645233639-0.007825061511663072j)
20594000000.0,(1.0241771244221338-0.00903504178448318j)
20596000000.0,(1.0216132048014666-0.010232910233254074j)
20598000000.0,(1.019083087900578-0.01141991942606451j)
20600000000.0,(1.0165863324984978-0.01259729490491546j)
20602000000.0,(1.0141224748424285-0.013766235587567358j)
20604000000.0,(1.011691029521256-0.014927914172916288j)
20606000000.0,(1.009291490286416-0.016083477547475782j)
20608000000.0,(1.006923330822351-0.017234047190722777j)
20610000000.0,(1.004586005468746-0.01838071957723983j)
20612000000.0,(1.0022789498967377-0.01952456657374585j)
20614000000.0,(1.0000015817412462-0.02066663582926393j)
20616000000.0,(0.9977533011915716-0.02180795115681374j)
20618000000.0,(0.9955334915423494-0.022949512905156785j)
20620000000.0,(0.9933415197069437-0.02409229831924687j)
20622000000.0,(0.9911767366953074-0.025237261888160157j)
20624000000.0,(0.9890384780583151-0.026385335679389322j)
20626000000.0,(0.9869260643005299-0.027537429658497613j)
20628000000.0,(0.9848388012633337-0.02869443199322037j)
20630000000.0,(0.9827759804803019-0.029857209341206125j)
20632000000.0,(0.9807368795066906-0.03102660712066838j)
20634000000.0,(0.9787207622248277-0.0322034497633077j)
20636000000.0,(0.9767268791271995-0.033388540948943994j)
20638000000.0,(0.974754467578967-0.03458266382136623j)
20640000000.0,(0.9728027520616083-0.035786581184989466j)
20642000000.0,(0.9708709443993644-0.03700103568196179j)
20644000000.0,(0.9689582439701058-0.038226749949442196j)
20646000000.0,(0.9670638379022275-0.039464426756816405j)
20648000000.0,(0.9651869012591283-0.0407147491226891j)
20650000000.0,(0.9633265972128097-0.04197838041153957j)
20652000000.0,(0.9614820772080855-0.04325596440997926j)
20654000000.0,(0.9596524811188792-0.0445481253826074j)
20656000000.0,(0.9578369373980344-0.045855468107509983j)
20658000000.0,(0.9560345632220565-0.04717857789148672j)
20660000000.0,(0.9542444646321534-0.04851802056515332j)
20662000000.0,(0.9524657366729354-0.049874342458095806j)
20664000000.0,(0.9506974635300859-0.05124807035431423j)
20666000000.0,(0.948938718668307-0.05263971142822307j)
20668000000.0,(0.9471885649708017-0.05404975316153121j)
20670000000.0,(0.9454460548815304-0.055478663241361546j)
20672000000.0,(0.9437102305514675-0.056926889440011515j)
20674000000.0,(0.94198012399003-0.058394859476803854j)
20676000000.0,(0.9402547572228477-0.059882980862515624j)
20678000000.0,(0.9385331424570065-0.061391640726915296j)
20680000000.0,(0.9368142822548655-0.06292120562998j)
20682000000.0,(0.9350971697175311-0.0644720213574096j)
20684000000.0,(0.9333807886790308-0.06604441270109165j)
20686000000.0,(0.9316641139122069-0.0676386832252162j)
20688000000.0,(0.9299461113473225-0.06925511501878054j)
20690000000.0,(0.9282257383043285-0.07089396843526355j)
20692000000.0,(0.9265019437397226-0.07255548182029468j)
20694000000.0,(0.9247736685088843-0.07423987122818021j)
20696000000.0,(0.923039845644745-0.07594733012819217j)
20698000000.0,(0.9212994006536058-0.07767802910156747j)
20700000000.0,(0.9195512518288873-0.07943211553020164j)
20702000000.0,(0.9177943105835409-0.08120971327806531j)
20704000000.0,(0.9160274818018277-0.08301092236641062j)
20706000000.0,(0.9142496642111038-0.08483581864386804j)
20708000000.0,(0.9124597507742319-0.08668445345258236j)
20710000000.0,(0.9106566291031599-0.08855685329156109j)
20712000000.0,(0.9088391818941844-0.09045301947845617j)
20714000000.0,(0.9070062873853444-0.09237292781102327j)
20716000000.0,(0.905156819836346-0.0943165282295479j)
20718000000.0,(0.9032896500313581-0.09628374448154293j)
20720000000.0,(0.9014036458049545-0.0982744737900726j)
20722000000.0,(0.8994976725914272-0.1002885865270627j)
20724000000.0,(0.8975705939976197-0.10232592589300067j)
20726000000.0,(0.8956212723993651-0.10438630760443865j)
20728000000.0,(0.8936485695615517-0.10646951959074298j)
20730000000.0,(0.8916513472817567-0.10857532170154029j)
20732000000.0,(0.8896284680573256-0.1107034454263352j)
20734000000.0,(0.8875787957756909-0.11285359362777432j)
20736000000.0,(0.8855011964276551-0.11502544029005003j)
20738000000.0,(0.8833945388432758-0.11721863028392732j)
20740000000.0,(0.8812576954499192-0.11943277914989131j)
20742000000.0,(0.8790895430519545-0.12166747290089434j)
20744000000.0,(0.8768889636314997-0.1239222678461846j)
20746000000.0,(0.8746548451695174-0.1261966904376733j)
20748000000.0,(0.872386082486505-0.12849023714028954j)
20750000000.0,(0.870081578101909-0.13080237432774308j)
20752000000.0,(0.8677402431113417-0.13313253820508505j)
20754000000.0,(0.8653609980805573-0.13548013475943183j)
20756000000.0,(0.8629427739550943-0.13784453974017105j)
20758000000.0,(0.8604845129843808-0.1402250986699257j)
20760000000.0,(0.8579851696590433-0.1426211268875108j)
20762000000.0,(0.8554437116600433-0.14503190962405252j)
20764000000.0,(0.8528591208182349-0.14745670211338616j)
20766000000.0,(0.8502303940828085-0.14989472973778423j)
20768000000.0,(0.8475565444970602-0.1523451882099925j)
20770000000.0,(0.8448366021798156-0.15480724379247582j)
20772000000.0,(0.8420696153107982-0.15728003355469974j)
20774000000.0,(0.8392546511181517-0.1597626656691838j)
20776000000.0,(0.8363907968662792-0.1622542197469694j)
20778000000.0,(0.8334771608420924-0.1647537472130571j)
20780000000.0,(0.8305128733377335-0.1672602717222597j)
20782000000.0,(0.8274970876277681-0.1697727896158217j)
20784000000.0,(0.8244289809388259-0.17229027041904155j)
20786000000.0,(0.8213077554096224-0.1748116573800216j)
20788000000.0,(0.8181326390392765-0.1773358680495649j)
20790000000.0,(0.8149028866218084-0.17986179490210613j)
20792000000.0,(0.811617780664706-0.18238830599745817j)
20794000000.0,(0.8082766322894248-0.1849142456830222j)
20796000000.0,(0.8048787821117044-0.18743843533599705j)
20798000000.0,(0.801423601099581-0.18995967414498824j)
20800000000.0,(0.7979104914070038-0.19247673993030132j)
20802000000.0,(0.7943388871809777-0.19498839000207174j)
20804000000.0,(0.7907082553401986-0.1974933620552698j)
20806000000.0,(0.7870180963231818-0.19999037510047898j)
20808000000.0,(0.7832679448039327-0.20247813042924664j)
20810000000.0,(0.7794573703732721-0.20495531261266456j)
20812000000.0,(0.7755859781839864-0.20742059053173828j)
20814000000.0,(0.7716534095580503-0.2098726184379809j)
20816000000.0,(0.7676593425542453-0.21231003704255946j)
20818000000.0,(0.7636034924945918-0.21473147463222106j)
20820000000.0,(0.7594856124480981-0.21713554821012424j)
20822000000.0,(0.7553054936704346-0.2195208646596033j)
20824000000.0,(0.7510629659982563-0.22188602192881135j)
20826000000.0,(0.7467578981969902-0.22422961023410526j)
20828000000.0,(0.7423901982610518-0.2265502132799547j)
20830000000.0,(0.7379598136655466-0.228846409493097j)
20832000000.0,(0.7334667315686748-0.2311167732686034j)
20834000000.0,(0.7289109789641547-0.23335987622545468j)
20836000000.0,(0.7242926227831504-0.23557428846920234j)
20838000000.0,(0.7196117699453014-0.2377585798592414j)
20840000000.0,(0.714868567358611-0.2399113212782036j)
20842000000.0,(0.7100632018680813-0.24203108590095737j)
20844000000.0,(0.7051959001531345-0.24411645046070204j)
20846000000.0,(0.7002669285740014-0.246165996509636j)
20848000000.0,(0.695276592967402-0.24817831167169882j)
20850000000.0,(0.690225238391984-0.25015199088489964j)
20852000000.0,(0.6851132488241359-0.25208563763078146j)
20854000000.0,(0.679941046804914-0.2539778651486018j)
20856000000.0,(0.674709093038981-0.2558272976318675j)
20858000000.0,(0.6694178859465653-0.2576325714049048j)
20860000000.0,(0.6640679611695929-0.25939233607722334j)
20862000000.0,(0.658659891033266-0.26110525567349535j)
20864000000.0,(0.6531942839644779-0.2627700097370577j)
20866000000.0,(0.6476717838685699-0.26438529440492625j)
20868000000.0,(0.6420930694660437-0.2659498234524136j)
20870000000.0,(0.6364588535909431-0.2674623293055322j)
20872000000.0,(0.6307698824527117-0.2689215640194826j)
20874000000.0,(0.625026934863422-0.27032630022162624j)
20876000000.0,(0.6192308214323506-0.2716753320174697j)
20878000000.0,(0.6133823837299386-0.2729674758582991j)
20880000000.0,(0.6074824934232496-0.2742015713692364j)
20882000000.0,(0.6015320513850859-0.27537648213660587j)
20884000000.0,(0.5955319867789655-0.2764910964536409j)
20886000000.0,(0.5894832561222126-0.2775443280236819j)
20888000000.0,(0.5833868423294281-0.2785351166201582j)
20890000000.0,(0.5772437537386399-0.27946242870277127j)
20892000000.0,(0.5710550231224338-0.28032525798943897j)
20894000000.0,(0.5648217066863795-0.28112262598368387j)
20896000000.0,(0.5585448830570495-0.28185358245729075j)
20898000000.0,(0.552225652261929-0.28251720588817686j)
20900000000.0,(0.5458651347034802-0.28311260385355724j)
20902000000.0,(0.5394644701296072-0.28363891337860325j)
20904000000.0,(0.5330248166027228-0.28409530124092053j)
20906000000.0,(0.5265473494695863-0.28448096423128627j)
20908000000.0,(0.5200332603340159-0.2847951293712036j)
20910000000.0,(0.5134837560345394-0.28503705408793506j)
20912000000.0,(0.5069000576289778-0.28520602634778874j)
20914000000.0,(0.5002833993878824-0.28530136474852247j)
20916000000.0,(0.49363502779869145-0.2853224185718328j)
20918000000.0,(0.48695620058237354-0.28526856779697773j)
20920000000.0,(0.48024818572426187-0.28513922307666817j)
20922000000.0,(0.4735122605206867-0.2849338256764407j)
20924000000.0,(0.46674971064293075-0.28465184737878696j)
20926000000.0,(0.45996182921994283-0.2842927903533931j)
20928000000.0,(0.4531499159411411-0.28385618699488174j)
20930000000.0,(0.44631527618055916-0.2833415997295189j)
20932000000.0,(0.4394592201434738-0.28274862079237756j)
20934000000.0,(0.4325830620365675-0.28207687197649867j)
20936000000.0,(0.42568811926257694-0.2813260043556179j)
20938000000.0,(0.4187757116402771-0.28049569798205076j)
20940000000.0,(0.4118471606505576-0.2795856615613553j)
20942000000.0,(0.40490378870924604-0.27859563210539545j)
20944000000.0,(0.397946918467237-0.2775253745654488j)
20946000000.0,(0.3909778721383947-0.27637468144698973j)
20948000000.0,(0.3839979708555942-0.27514337240779324j)
20950000000.0,(0.37700853405518225-0.27383129384097993j)
20952000000.0,(0.3700108788900479-0.2724383184446239j)
20954000000.0,(0.363006319671398-0.27096434477951553j)
20956000000.0,(0.3559961673392612-0.26940929681665976j)
20958000000.0,(0.3489817289616484-0.2677731234760532j)
20960000000.0,(0.3419643072622295-0.26605579815826463j)
20962000000.0,(0.3349452001763034-0.26425731827029714j)
20964000000.0,(0.32792570043477137-0.26237770474718475j)
20966000000.0,(0.3209070951757499-0.26041700157072567j)
20968000000.0,(0.3138906655833969-0.2583752752867174j)
20970000000.0,(0.3068776865534655-0.2562526145220123j)
20972000000.0,(0.2998694263850346-0.2540491295026591j)
20974000000.0,(0.29286714649781764-0.2517649515743523j)
20976000000.0,(0.285872101174399-0.2494002327263561j)
20978000000.0,(0.27888553732669635-0.24695514512001426j)
20980000000.0,(0.2719086942859122-0.24442988062290696j)
20982000000.0,(0.26494280361518663-0.24182465034965506j)
20984000000.0,(0.257989088944142-0.23913968421032136j)
20986000000.0,(0.2510487658244631-0.23637523046729245j)
20988000000.0,(0.24412304160564013-0.23353155530147965j)
20990000000.0,(0.23721311532996725-0.2306089423886058j)
20992000000.0,(0.2303201776458728-0.22760769248629872j)
20994000000.0,(0.2234454107386372-0.22452812303264663j)
20996000000.0,(0.21658998827753834-0.22137056775681943j)
20998000000.0,(0.20975507537845184-0.2181353763022958j)
21000000000.0,(0.20294182858092477-0.21482291386318955j)
21002000000.0,(0.19615139583873487-0.21143356083410256j)
