Frequency,G_off/G_on
20228000000.0,(0.9037638619304884+0.4079896819837946j)
20230000000.0,(0.9038351566252351+0.4086918237520801j)
20232000000.0,(0.9039187629819413+0.40940639025255315j)
20234000000.0,(0.9040151400687629+0.41013331454528995j)
20236000000.0,(0.9041247531949744+0.4108725186390261j)
20238000000.0,(0.9042480737670756+0.4116239131051537j)
20240000000.0,(0.9043855791295943+0.4123873966868128j)
20242000000.0,(0.9045377523899812+0.4131628559034795j)
20244000000.0,(0.9047050822270275+0.41395016465148493j)
20246000000.0,(0.9048880626821963+0.414749183800937j)
20248000000.0,(0.9050871929332935+0.41555976078955814j)
20250000000.0,(0.9053029770498808+0.4163817292139877j)
20252000000.0,(0.9055359237298548+0.4172149084191435j)
20254000000.0,(0.9057865460166092+0.4180591030862756j)
20256000000.0,(0.9060553609962156+0.4189141028203893j)
20258000000.0,(0.9063428894740685+0.4197796817377632j)
20260000000.0,(0.9066496556304374+0.4206555980543244j)
20262000000.0,(0.9069761866544175+0.42154159367570326j)
20264000000.0,(0.9073230123557505+0.4224373937898228j)
20266000000.0,(0.9076906647540426+0.4233427064629357j)
20268000000.0,(0.9080796776449007+0.4242572222400643j)
20270000000.0,(0.9084905861425728+0.4251806137508565j)
20272000000.0,(0.9089239261986674+0.42611253532190774j)
20274000000.0,(0.9093802340965975+0.42705262259665666j)
20276000000.0,(0.9098600459214111+0.42800049216400987j)
20278000000.0,(0.9103638970047265+0.42895574119689894j)
20280000000.0,(0.9108923213445189+0.42991794710201936j)
20282000000.0,(0.9114458509995818+0.4308866671820511j)
20284000000.0,(0.9120250154585101+0.43186143831170826j)
20286000000.0,(0.9126303409831353+0.4328417766290021j)
20288000000.0,(0.9132623499263892+0.4338271772431563j)
20290000000.0,(0.9139215600246493+0.434817113960647j)
20292000000.0,(0.9146084836646838+0.43581103903087914j)
20294000000.0,(0.9153236271253934+0.436808382913054j)
20296000000.0,(0.9160674897946235+0.43780855406580776j)
20298000000.0,(0.9168405633614087+0.4388109387612368j)
20300000000.0,(0.9176433309840942+0.43981490092495196j)
20302000000.0,(0.9184762664348757+0.4408197820038234j)
20304000000.0,(0.9193398332213906+0.4418249008630963j)
20306000000.0,(0.9202344836861048+0.44282955371457894j)
20308000000.0,(0.9211606580843227+0.44383301407759757j)
20310000000.0,(0.922118783641779+0.44483453277443j)
20312000000.0,(0.9231092735928672+0.44583333796191943j)
20314000000.0,(0.9241325262006694+0.44682863520095417j)
20316000000.0,(0.925188923760091+0.4478196075655021j)
20318000000.0,(0.9262788315854897+0.4488054157928346j)
20320000000.0,(0.9274025969843416+0.4497851984765743j)
20322000000.0,(0.92856054821858+0.450758072304138j)
20324000000.0,(0.929752993455392+0.45172313234011024j)
20326000000.0,(0.9309802197093576+0.4526794523570251j)
20328000000.0,(0.9322424917779625+0.4536260852149655j)
20330000000.0,(0.9335400511726135+0.4545620632913161j)
20332000000.0,(0.9348731150474319+0.45548639896192405j)
20334000000.0,(0.9362418751282023+0.4563980851348288j)
20336000000.0,(0.9376464966439766+0.4572960958376128j)
20338000000.0,(0.9390871172639504+0.4581793868593244j)
20340000000.0,(0.9405638460423331+0.4590468964477888j)
20342000000.0,(0.9420767623740369+0.4598975460630012j)
20344000000.0,(0.943625914964116+0.46073024118714706j)
20346000000.0,(0.9452113208139695+0.46154387219164944j)
20348000000.0,(0.9468329642274147+0.4623373152614778j)
20350000000.0,(0.9484907958398091+0.4631094333767853j)
20352000000.0,(0.9501847316734677+0.4638590773517635j)
20354000000.0,(0.9519146522226813+0.4645850869304168j)
20356000000.0,(0.953680401571689+0.4652862919387652j)
20358000000.0,(0.9554817865489884+0.4659615134927794j)
20360000000.0,(0.9573185759213968+0.46660956526115144j)
20362000000.0,(0.9591904996312832+0.4672292547817835j)
20364000000.0,(0.9610972480803847+0.46781938483066415j)
20366000000.0,(0.9630384714636101+0.4683787548415763j)
20368000000.0,(0.9650137791561942+0.46890616237485744j)
20370000000.0,(0.9670227391575147+0.4694004046332042j)
20372000000.0,(0.9690648775948367+0.4698602800222888j)
20374000000.0,(0.9711396782901408+0.4702845897537198j)
20376000000.0,(0.9732465823931226+0.4706721394876626j)
20378000000.0,(0.975384988083312+0.47102174101220357j)
20380000000.0,(0.9775542503441539+0.4713322139563298j)
20382000000.0,(0.9797536808117174+0.4716023875331731j)
20384000000.0,(0.9819825477005627+0.4718311023099719j)
20386000000.0,(0.9842400758090909+0.47201721200099317j)
20388000000.0,(0.9865254466065246+0.47215958527947993j)
20390000000.0,(0.9888377984034352+0.4722571076044961j)
20392000000.0,(0.9911762266075196+0.47230868305839313j)
20394000000.0,(0.9935397840660837+0.4723132361904535j)
20396000000.0,(0.9959274814964276+0.4722697138621359j)
20398000000.0,(0.9983382880050676+0.47217708708922845j)
20400000000.0,(1.0007711316964472+0.4720343528761052j)
20402000000.0,(1.0032249003715035+0.4718405360372004j)
20404000000.0,(1.0056984423161468+0.4715946910007436j)
20406000000.0,(1.008190567179421+0.47129590358975926j)
20408000000.0,(1.0107000469407907+0.47094329277530067j)
20410000000.0,(1.013225616965684+0.4705360123968906j)
20412000000.0,(1.0157659771481096+0.4700732528451564j)
20414000000.0,(1.0183197931388392+0.4695542427016889j)
20416000000.0,(1.0208856976573355+0.4689782503312153j)
20418000000.0,(1.0234622918852794+0.468344585421271j)
20420000000.0,(1.0260481469392513+0.4676526004646489j)
20422000000.0,(1.0286418054198083+0.466901692180056j)
20424000000.0,(1.0312417830338947+0.4660913028665417j)
20426000000.0,(1.0338465702872637+0.46522092168745355j)
20428000000.0,(1.0364546342432661+0.4642900858798601j)
20430000000.0,(1.0390644203441535+0.4632983818856047j)
20432000000.0,(1.0416743542907474+0.46224544640038584j)
20434000000.0,(1.0442828439761256+0.46113096733751285j)
20436000000.0,(1.046888281468749+0.45995468470325873j)
20438000000.0,(1.0494890450402647+0.45871639138100945j)
20440000000.0,(1.0520835012330423+0.4574159338217192j)
20442000000.0,(1.054670006962348+0.45605321263847637j)
20444000000.0,(1.0572469116479337+0.45462818310332176j)
20446000000.0,(1.0598125593697094+0.45314085554478023j)
20448000000.0,(1.0623652910420853+0.45159129564490297j)
20450000000.0,(1.0649034466014995+0.4499796246349635j)
20452000000.0,(1.0674253672016325+0.4483060193892921j)
20454000000.0,(1.069929397410781+0.446570712417076j)
20456000000.0,(1.0724138874058822+0.44477399175229887j)
20458000000.0,(1.0748771951577194+0.44291620074232957j)
20460000000.0,(1.0773176886019056+0.44099773773601897j)
20462000000.0,(1.0797337477903133+0.4390190556724683j)
20464000000.0,(1.0821237670177406+0.43698066157198345j)
20466000000.0,(1.0844861569187214+0.43488311593101264j)
20468000000.0,(1.0868193465295464+0.4327270320231841j)
20470000000.0,(1.0891217853107216+0.4305130751088363j)
20472000000.0,(1.0913919451252865+0.4282419615557049j)
20474000000.0,(1.093628322168613+0.42591445787368754j)
20476000000.0,(1.095829438845524+0.42353137966685056j)
20478000000.0,(1.0979938455908194+0.4210935905060492j)
20480000000.0,(1.100120122629518+0.41860200072575254j)
20482000000.0,(1.1022068816734025+0.41605756614882583j)
20484000000.0,(1.104252767550715+0.4134612867432079j)
20486000000.0,(1.1062564597661158+0.41081420521453854j)
20488000000.0,(1.1082166739883121+0.408117405538933j)
20490000000.0,(1.1101321634630272+0.4053720114401865j)
20492000000.0,(1.1120017203492967+0.4025791848157778j)
20494000000.0,(1.1138241769773183+0.39974012411609594j)
20496000000.0,(1.1155984070264304+0.39685606268135865j)
20498000000.0,(1.117323326622011+0.3939282670406957j)
20500000000.0,(1.118997895350424+0.39095803517789063j)
20502000000.0,(1.1206211171913767+0.38794669476823107j)
20504000000.0,(1.1221920413673467+0.38489560139090273j)
20506000000.0,(1.1237097631099786+0.3818061367212874j)
20508000000.0,(1.1251734243436118+0.37867970670747086j)
20510000000.0,(1.1265822142863446+0.375517739735173j)
20512000000.0,(1.1279353699692627+0.37232168478520933j)
20514000000.0,(1.1292321766746893+0.3690930095874899j)
20516000000.0,(1.1304719682945215+0.3658331987754316j)
20518000000.0,(1.1316541276098968+0.36254375204451633j)
20520000000.0,(1.1327780864936499+0.35922618231860287j)
20522000000.0,(1.1338433260371448+0.35588201392742613j)
20524000000.0,(1.1348493766032615+0.3525127807985689j)
20526000000.0,(1.1357958178074314+0.34912002466702374j)
20528000000.0,(1.136682278428755+0.3457052933052868j)
20530000000.0,(1.1375084362533434+0.34227013877675966j)
20532000000.0,(1.138274017852126+0.3388161157150442j)
20534000000.0,(1.13897879829545+0.3353447796315557j)
20536000000.0,(1.1396226008068733+0.33185768525368j)
20538000000.0,(1.1402052963586042+0.3283563848955392j)
20540000000.0,(1.1407268032110975+0.3248424268632403j)
20542000000.0,(1.1411870863993394+0.32131735389631355j)
20544000000.0,(1.1415861571683843+0.3177827016468728j)
20546000000.0,(1.1419240723607147+0.31423999719786144j)
20548000000.0,(1.1422009337579968+0.31069075762158166j)
20550000000.0,(1.1424168873797922+0.307136488579552j)
20552000000.0,(1.1425721227417756+0.3035786829645733j)
20554000000.0,(1.1426668720759694+0.30001881958574833j)
20556000000.0,(1.142701409515485+0.29645836189704805j)
20558000000.0,(1.1426760502462041+0.29289875676988886j)
20560000000.0,(1.1425911496277998+0.2893414333100535j)
20562000000.0,(1.1424471022864304+0.2857878017191708j)
20564000000.0,(1.1422443411813792+0.2822392522008515j)
20566000000.0,(1.1419833366478684+0.2786971539114764j)
20568000000.0,(1.1416645954181746+0.275162853955527j)
20570000000.0,(1.1412886596231333+0.27163767642526426j)
20572000000.0,(1.1408561057760265+0.26812292148447364j)
20574000000.0,(1.1403675437407785+0.2646198644959144j)
20576000000.0,(1.1398236156863035+0.26112975519205j)
20578000000.0,(1.1392249950287796+0.25765381688856076j)
20580000000.0,(1.138572385363527+0.25419324574009944j)
20582000000.0,(1.137866519388109+0.25074921003768286j)
20584000000.0,(1.13710815781818+0.2473228495470877j)
20586000000.0,(1.1362980882975329+0.24391527488756579j)
20588000000.0,(1.1354371243037211+0.24052756695017236j)
20590000000.0,(1.1345261040505565+0.23716077635496974j)
20592000000.0,(1.133565889388703+0.2338159229463544j)
20594000000.0,(1.1325573647055218+0.23049399532572643j)
20596000000.0,(1.1315014358252535+0.22719595042072457j)
20598000000.0,(1.1303990289105499+0.22392271309023376j)
20600000000.0,(1.1292510893663068+0.2206751757643656j)
20602000000.0,(1.1280585807466905+0.21745419811862304j)
20604000000.0,(1.1268224836661833+0.21426060678145198j)
20606000000.0,(1.1255437947154276+0.211095195074399j)
20608000000.0,(1.1242235253825845+0.20795872278409325j)
20610000000.0,(1.1228627009808811+0.20485191596529143j)
20612000000.0,(1.121462359582972+0.2017754667742284j)
20614000000.0,(1.1200235509626868+0.19873003333154j)
20616000000.0,(1.118547335544713+0.19571623961402995j)
20618000000.0,(1.1170347833627081+0.19273467537458194j)
20620000000.0,(1.115486973026311+0.18978589608952542j)
20622000000.0,(1.1139049906974823+0.18687042293278983j)
20624000000.0,(1.1122899290765835+0.1839887427761972j)
20626000000.0,(1.1106428863985698+0.18114130821526336j)
20628000000.0,(1.1089649654396483+0.17832853761990108j)
20630000000.0,(1.107257272534741+0.17555081520943047j)
20632000000.0,(1.1055209166060573+0.17280849115132713j)
20634000000.0,(1.1037570082030796+0.17010188168315774j)
20636000000.0,(1.1019666585542334+0.1674312692571656j)
20638000000.0,(1.1001509786305237+0.16479690270698877j)
20640000000.0,(1.0983110782213819+0.1621989974360132j)
20642000000.0,(1.0964480650229738+0.15963773562687275j)
20644000000.0,(1.094563043739217+0.15711326647162707j)
20646000000.0,(1.092657115195723+0.15462570642216097j)
20648000000.0,(1.0907313754669086+0.15217513946035968j)
20650000000.0,(1.0887869150164862+0.14976161738763058j)
20652000000.0,(1.086824817851561+0.14738516013334294j)
20654000000.0,(1.0848461606905448+0.14504575608177905j)
20656000000.0,(1.0828520121451062+0.14274336241718544j)
20658000000.0,(1.080843431916367+0.14047790548652891j)
20660000000.0,(1.0788214700055563+0.1382492811795616j)
20662000000.0,(1.076787165939341+0.13605735532580748j)
20664000000.0,(1.0747415480100266+0.1339019641080834j)
20666000000.0,(1.0726856325308616+0.1317829144921704j)
20668000000.0,(1.0706204231066287+0.12969998467225582j)
20670000000.0,(1.0685469099197584+0.1276529245317585j)
20672000000.0,(1.0664660690321512+0.12564145611915817j)
20674000000.0,(1.0643788617029242+0.1236652741384414j)
20676000000.0,(1.0622862337222927+0.12172404645377889j)
20678000000.0,(1.0601891147617761+0.11981741460803884j)
20680000000.0,(1.0580884177409424+0.11794499435474919j)
20682000000.0,(1.0559850382108789+0.11610637620309988j)
20684000000.0,(1.0538798537545917+0.11430112597559082j)
20686000000.0,(1.0517737234045152+0.11252878537790752j)
20688000000.0,(1.0496674870773202+0.11078887258061551j)
20690000000.0,(1.0475619650262054+0.10908088281224686j)
20692000000.0,(1.0454579573108314+0.10740428896335488j)
20694000000.0,(1.0433562432850803+0.10575854220110102j)
20696000000.0,(1.0412575811027827+0.104143072593933j)
20698000000.0,(1.0391627072415712+0.10255728974590836j)
20700000000.0,(1.037072336045003+0.10100058344020853j)
20702000000.0,(1.0349871592830717+0.09947232429138857j)
20704000000.0,(1.0329078457312408+0.09797186440588745j)
20706000000.0,(1.030835040768097+0.09649853805034037j)
20708000000.0,(1.0287693659917305+0.0950516623272082j)
20710000000.0,(1.0267114188549191+0.09363053785724623j)
20712000000.0,(1.0246617723191929+0.09223444946832829j)
20714000000.0,(1.0226209745278387+0.09086266689013581j)
20716000000.0,(1.0205895484978844+0.08951444545422098j)
20718000000.0,(1.0185679918310984+0.0881890267989499j)
20720000000.0,(1.016556776444019+0.08688563957882847j)
20722000000.0,(1.014556348317015+0.08560350017771734j)
20724000000.0,(1.0125671272623598+0.08434181342543344j)
20726000000.0,(1.0105895067112989+0.08309977331724488j)
20728000000.0,(1.008623853520051+0.0818765637357644j)
20730000000.0,(1.0066705077947011+0.08067135917474302j)
20732000000.0,(1.0047297827348909+0.07948332546427728j)
20734000000.0,(1.0028019644962287+0.07831162049694217j)
20736000000.0,(1.000887312071303+0.0771553949543644j)
20738000000.0,(0.9989860571891859+0.07601379303376404j)
20740000000.0,(0.997098404233276+0.07488595317398626j)
20742000000.0,(0.9952245301773446+0.07377100878056497j)
20744000000.0,(0.9933645845396046+0.07266808894935874j)
20746000000.0,(0.9915186893546296+0.07157631918831242j)
20748000000.0,(0.9896869391629246+0.07049482213690296j)
20750000000.0,(0.9878694010179436+0.0694227182828444j)
20752000000.0,(0.9860661145103287+0.06835912667562993j)
20754000000.0,(0.9842770918091455+0.06730316563650811j)
20756000000.0,(0.9825023177198636+0.06625395346449371j)
20758000000.0,(0.9807417497588332+0.06521060913803395j)
20760000000.0,(0.9789953182439878+0.06417225301196146j)
20762000000.0,(0.9772629264015036+0.06313800750937211j)
20764000000.0,(0.9755444504881291+0.06210699780809383j)
20766000000.0,(0.9738397399288943+0.061078352521413824j)
20768000000.0,(0.9721486174699057+0.060051204372751146j)
20770000000.0,(0.9704708793459184+0.05902469086398102j)
20772000000.0,(0.9688062954623748+0.057997954937122904j)
20774000000.0,(0.9671546095916055+0.056970145629130824j)
20776000000.0,(0.9655155395828603+0.055940418719530996j)
20778000000.0,(0.9638887775858629+0.05490793737067294j)
20780000000.0,(0.962273990287559+0.05387187276037392j)
20782000000.0,(0.9606708191617374+0.0528314047067532j)
20784000000.0,(0.9590788807311974+0.05178572228506773j)
20786000000.0,(0.9574977668421482+0.05073402443637644j)
20788000000.0,(0.9559270449505111+0.049675520567876615j)
20790000000.0,(0.9543662584198096+0.0486094311447703j)
20792000000.0,(0.9528149268303346+0.047534988273532655j)
20794000000.0,(0.951272546299268+0.04645143627647195j)
20796000000.0,(0.9497385898114681+0.04535803225748087j)
20798000000.0,(0.9482125075606058+0.04425404665889726j)
20800000000.0,(0.9466937273003677+0.04313876380939914j)
20802000000.0,(0.9451816547054357+0.042011482462882194j)
20804000000.0,(0.9436756737419597+0.04087151632826698j)
20806000000.0,(0.9421751470472663+0.039718194590207104j)
20808000000.0,(0.9406794163185308+0.03855086242067223j)
20810000000.0,(0.9391878027101646+0.037368881481394j)
20812000000.0,(0.9376996072396826+0.036171630417172425j)
20814000000.0,(0.9362141112018181+0.034958505340048567j)
20816000000.0,(0.9347305765906604+0.03372892030435676j)
20818000000.0,(0.933248246529619+0.032482307772678895j)
20820000000.0,(0.9317663457090153+0.031218119072729297j)
20822000000.0,(0.930284080831115+0.02993582484520325j)
20824000000.0,(0.9288006410624431+0.028634915482628656j)
20826000000.0,(0.9273151984932098+0.02731490155926386j)
20828000000.0,(0.9258269086037217+0.0259753142520869j)
20830000000.0,(0.9243349107376315+0.024615705752926417j)
20832000000.0,(0.9228383285819228+0.02323564967178132j)
20834000000.0,(0.9213362706535188+0.021834741431382452j)
20836000000.0,(0.9198278307924276+0.020412598653041937j)
20838000000.0,(0.9183120886613497+0.018968861533842845j)
20840000000.0,(0.916788110251682+0.0175031932152105j)
20842000000.0,(0.915254948395868+0.016015280142911696j)
20844000000.0,(0.9137116432860609+0.014504832418517636j)
20846000000.0,(0.9121572229990685+0.01297158414236479j)
20848000000.0,(0.9105907040275735+0.011415293748038928j)
20850000000.0,(0.9090110918176264+0.009835744328405371j)
20852000000.0,(0.9074173813124224+0.008232743953196004j)
20854000000.0,(0.9058085575023812+0.006606125978154363j)
20856000000.0,(0.9041835959815695+0.004955749345736853j)
20858000000.0,(0.9025414635105011+0.003281498877350293j)
20860000000.0,(0.9008811185853696+0.001583285557098696j)
20862000000.0,(0.8992015120137767-0.0001389531929990816j)
20864000000.0,(0.8975015874970178-0.0018852532463762089j)
20866000000.0,(0.8957802822190073-0.0036556235139330213j)
20868000000.0,(0.8940365274419214-0.00545004569478113j)
20870000000.0,(0.8922692491086474-0.00726847403581361j)
20872000000.0,(0.8904773684521293-0.009110835100210565j)
20874000000.0,(0.888659802611707-0.01097702754500568j)
20876000000.0,(0.8868154652565505-0.01286692190786112j)
20878000000.0,(0.8849432672162808-0.014780360403206827j)
20880000000.0,(0.8830421171188858-0.016717156727927132j)
20882000000.0,(0.8811109220360287-0.018677095876786825j)
20884000000.0,(0.8791485881358448-0.02065993396781541j)
20886000000.0,(0.8771540213433282-0.022665398077878728j)
20888000000.0,(0.8751261280083933-0.024693186088696722j)
20890000000.0,(0.8730638155816989-0.026742966543570765j)
20892000000.0,(0.870965993298324-0.02881437851511971j)
20894000000.0,(0.8688315728693499-0.030907031484328856j)
20896000000.0,(0.8666594691814289-0.03302050523124656j)
20898000000.0,(0.8644486010043809-0.03515434973767327j)
20900000000.0,(0.8621978917068626-0.037308085102215525j)
20902000000.0,(0.859906269980139-0.03948120146808909j)
20904000000.0,(0.857572670569961-0.04167315896408121j)
20906000000.0,(0.8551960350165604-0.043883387659091944j)
20908000000.0,(0.8527753124027276-0.04611128753070376j)
20910000000.0,(0.8503094601099423-0.048356228448234145j)
20912000000.0,(0.8477974445824913-0.05061755017075211j)
20914000000.0,(0.8452382420994956-0.052894562360552205j)
20916000000.0,(0.8426308395547429-0.055186544612594375j)
20918000000.0,(0.8399742352441921-0.05749274650043454j)
20920000000.0,(0.8372674396610018-0.05981238763918485j)
20922000000.0,(0.8345094762978913-0.06214465776605337j)
20924000000.0,(0.8316993824566357-0.06448871683902753j)
20926000000.0,(0.8288362100644403-0.06684369515427349j)
20928000000.0,(0.825919026496934-0.06920869348283538j)
20930000000.0,(0.8229469154074732-0.0715827832272246j)
20932000000.0,(0.8199189775624128-0.073965006598497j)
20934000000.0,(0.8168343316819809-0.07635437681441912j)
20936000000.0,(0.8136921152863416-0.07874987831933165j)
20938000000.0,(0.8104914855463985-0.08115046702631408j)
20940000000.0,(0.8072316201388623-0.08355507058226046j)
20942000000.0,(0.8039117181050506-0.08596258865646925j)
20944000000.0,(0.800531000712866-0.08837189325334924j)
20946000000.0,(0.7970887123213387-0.09078182904983446j)
20948000000.0,(0.7935841212470999-0.09319121375809786j)
20950000000.0,(0.790016520632094-0.09559883851413259j)
20952000000.0,(0.7863852293117999-0.0980034682927714j)
20954000000.0,(0.7826895926831966-0.10040384234968436j)
20956000000.0,(0.7789289835716573-0.102798674690889j)
20958000000.0,(0.7751028030959082-0.10518665457027833j)
20960000000.0,(0.7712104815301714-0.10756644701565556j)
20962000000.0,(0.7672514791625276-0.10993669338373153j)
20964000000.0,(0.7632252871485375-0.11229601194452396j)
20966000000.0,(0.7591314283590779-0.11464299849554996j)
20968000000.0,(0.7549694582213395-0.11697622700618737j)
20970000000.0,(0.7507389655518737-0.11929425029253059j)
20972000000.0,(0.7464395733805428-0.121595600723033j)
20974000000.0,(0.7420709397641935-0.12387879095518571j)
20976000000.0,(0.7376327585888277-0.12614231470343487j)
20978000000.0,(0.733124760359018-0.12838464753849546j)
20980000000.0,(0.7285467129732783-0.1306042477181647j)
20982000000.0,(0.7238984224840659-0.13279955704969026j)
20984000000.0,(0.7191797338410663-0.13496900178368584j)
20986000000.0,(0.7143905316163803-0.13711099353953438j)
20988000000.0,(0.7095307407102087-0.1392239302621541j)
20990000000.0,(0.7046003270356149-0.14130619720994073j)
20992000000.0,(0.6995992981809086-0.14335616797363174j)
20994000000.0,(0.6945277040482002-0.14537220552577226j)
20996000000.0,(0.6893856374666425-0.14735266330039065j)
20998000000.0,(0.6841732347788746-0.14929588630241766j)
21000000000.0,(0.6788906763991828-0.1512002122463156j)
