Frequency,G_off/G_on
20346000000.0,(1.3939959330458942+0.3749480322863388j)
20348000000.0,(1.4002351423431463+0.3686493295242683j)
20350000000.0,(1.406381875870988+0.362120527734996j)
20352000000.0,(1.4124261794700577+0.35536226229162926j)
20354000000.0,(1.4183579668885733+0.3483756908467708j)
20356000000.0,(1.4241670507909796+0.3411625123762654j)
20358000000.0,(1.4298431759711943+0.33372498424836816j)
20360000000.0,(1.435376054646916+0.3260659370650074j)
20362000000.0,(1.4407554036811887+0.318188787027626j)
20364000000.0,(1.4459709835470047+0.3100975455897153j)
20366000000.0,(1.4510126388205027+0.3017968261716956j)
20368000000.0,(1.4558703399589723+0.29329184773139116j)
20370000000.0,(1.4605342260918763+0.28458843500495024j)
20372000000.0,(1.4649946485270549+0.27569301525863255j)
20374000000.0,(1.4692422146508193+0.26661261142123277j)
20376000000.0,(1.473267831880287+0.25735483149979543j)
20378000000.0,(1.4770627513096637+0.24792785421729382j)
20380000000.0,(1.4806186106797061+0.23834041084973467j)
20382000000.0,(1.4839274762918322+0.22860176328105708j)
20384000000.0,(1.4869818834855266+0.2187216783367316j)
20386000000.0,(1.4897748753002884+0.20871039850033093j)
20388000000.0,(1.4923000389513925+0.1985786091609074j)
20390000000.0,(1.4945515397624014+0.18833740258190432j)
20392000000.0,(1.4965241522165509+0.1779982388238411j)
20394000000.0,(1.4982132878136971+0.16757290389229657j)
20396000000.0,(1.4996150194491722+0.15707346541901707j)
20398000000.0,(1.5007261020652094+0.14651222621659005j)
20400000000.0,(1.5015439893641234+0.1359016760753687j)
20402000000.0,(1.502066846414389+0.12525444219461657j)
20404000000.0,(1.502293558025656+0.11458323865773175j)
20406000000.0,(1.502223732815553+0.10390081537347626j)
20408000000.0,(1.5018577029392273+0.09321990691120281j)
20410000000.0,(1.5011965195009775+0.08255318165796949j)
20412000000.0,(1.5002419437152184+0.071913191719233j)
20414000000.0,(1.4989964339305235+0.06131232397264149j)
20416000000.0,(1.497463128674841+0.05076275266660483j)
20418000000.0,(1.4956458259213286+0.040276393932212204j)
20420000000.0,(1.4935489588120938+0.029864862549190303j)
20422000000.0,(1.4911775681106516+0.019539431274561512j)
20424000000.0,(1.4885372716828975+0.00931099300713958j)
20426000000.0,(1.4856342313302353-0.0008099739772788778j)
20428000000.0,(1.4824751173171933-0.010813437525466402j)
20430000000.0,(1.479067070949047-0.020689839688015587j)
20432000000.0,(1.4754176655628701-0.03043012127123597j)
20434000000.0,(1.471534866297969-0.040025742790379785j)
20436000000.0,(1.4674269890091902-0.049468701795643104j)
20438000000.0,(1.463102658679318-0.058751546581574936j)
20440000000.0,(1.4585707676751403-0.06786738632753637j)
20442000000.0,(1.453840434176203-0.07680989775124747j)
20444000000.0,(1.4489209610862854-0.08557332838876887j)
20446000000.0,(1.443821795715699-0.09415249664226093j)
20448000000.0,(1.4385524904983225-0.10254278876124188j)
20450000000.0,(1.4331226649811948-0.11074015294374921j)
20452000000.0,(1.4275419692972375-0.11874109076070992j)
20454000000.0,(1.4218200493036501-0.12654264611998206j)
20456000000.0,(1.4159665135402935-0.1341423919960238j)
20458000000.0,(1.4099909021343477-0.1415384151571574j)
20460000000.0,(1.4039026577501503-0.14872929912507404j)
20462000000.0,(1.397711098656738-0.1557141056008926j)
20464000000.0,(1.391425393960506-0.1624923545889446j)
20466000000.0,(1.3850545410268498-0.169064003443869j)
20468000000.0,(1.3786073450928724-0.17542942505883496j)
20470000000.0,(1.3720924010533184-0.18158938540312156j)
20472000000.0,(1.3655180773839988-0.1875450206061673j)
20474000000.0,(1.3588925021510845-0.19329781377287028j)
20476000000.0,(1.3522235510408847-0.19884957170168613j)
20478000000.0,(1.3455188373328992-0.20420240166318854j)
20480000000.0,(1.3387857037292012-0.20935868838250143j)
20482000000.0,(1.332031215945272-0.2143210713546072j)
20484000000.0,(1.3252621579613482-0.21909242260719639j)
20486000000.0,(1.318485028828904-0.22367582501161515j)
20488000000.0,(1.3117060409240409-0.2280745512287786j)
20490000000.0,(1.3049311195380757-0.23229204336373077j)
20492000000.0,(1.2981659036954418-0.23633189339001007j)
20494000000.0,(1.2914157480899182-0.2401978243931439j)
20496000000.0,(1.2846857260321192-0.24389367267156592j)
20498000000.0,(1.2779806333038974-0.2474233707230242j)
20500000000.0,(1.2713049928187548-0.25079093113517215j)
20502000000.0,(1.2646630599913795-0.25400043139051076j)
20504000000.0,(1.2580588287239034-0.2570559995881849j)
20506000000.0,(1.251496037921282-0.25996180107828726j)
20508000000.0,(1.24497817845333-0.2627220259982984j)
20510000000.0,(1.2385085004861358-0.2653408776960346j)
20512000000.0,(1.232090021110964-0.2678225620189503j)
20514000000.0,(1.2257255322040745-0.27017127744582237j)
20516000000.0,(1.2194176084562158-0.27239120603365385j)
20518000000.0,(1.2131686155157493-0.27448650515005524j)
20520000000.0,(1.2069807181944625-0.2764612999593255j)
20522000000.0,(1.2008558886900182-0.27831967662891766j)
20524000000.0,(1.1947959147837064-0.28006567622188583j)
20526000000.0,(1.1888024079766548-0.28170328924022797j)
20528000000.0,(1.182876811531909-0.2832364507837133j)
20530000000.0,(1.1770204083937836-0.2846690362887667j)
20532000000.0,(1.1712343289596645-0.2860048578122468j)
20534000000.0,(1.1655195586829155-0.2872476608254484j)
20536000000.0,(1.159876945488788-0.288401121484353j)
20538000000.0,(1.1543072069882399-0.2894688443430166j)
20540000000.0,(1.1488109374772815-0.29045436047798034j)
20542000000.0,(1.1433886147120087-0.2913611259926958j)
20544000000.0,(1.1380406064517223-0.29219252087215997j)
20546000000.0,(1.1327671767646355-0.2929518481592008j)
20548000000.0,(1.1275684920924711-0.2936423334251725j)
20550000000.0,(1.1224446270719535-0.29426712450913495j)
20552000000.0,(1.1173955701126415-0.2948292915009477j)
20554000000.0,(1.112421228731859-0.29533182694504906j)
20556000000.0,(1.1075214346486224-0.29577764624302005j)
20558000000.0,(1.1026959486394552-0.2961695882343516j)
20560000000.0,(1.09794446515983-0.29651041593611605j)
20562000000.0,(1.0932666167357326-0.29680281742349174j)
20564000000.0,(1.0886619781304285-0.297049406834309j)
20566000000.0,(1.0841300702920615-0.2972527254819413j)
20568000000.0,(1.0796703640881065-0.2974152430619999j)
20570000000.0,(1.0752822838330616-0.2975393589393535j)
20572000000.0,(1.070965210616001-0.2976274035030211j)
20574000000.0,(1.0667184854348235-0.2976816395774563j)
20576000000.0,(1.0625414121441499-0.29770426387966326j)
20578000000.0,(1.0584332602239164-0.29769740851245186j)
20580000000.0,(1.0543932673757286-0.29766314248496245j)
20582000000.0,(1.05042064195405-0.29760347325235453j)
20584000000.0,(1.0465145652392407-0.2975203482672807j)
20586000000.0,(1.0426741935593957-0.29741565653644214j)
20588000000.0,(1.0388986602678378-0.29729123017614684j)
20590000000.0,(1.0351870775829857-0.297148845961384j)
20592000000.0,(1.0315385382971904-0.2969902268634724j)
20594000000.0,(1.0279521173609707-0.29681704357184263j)
20596000000.0,(1.0244268733489188-0.2966309159959882j)
20598000000.0,(1.020961849813361-0.2964334147440453j)
20600000000.0,(1.0175560765316893-0.2962260625748682j)
20602000000.0,(1.0142085706530817-0.2960103358208267j)
20604000000.0,(1.0109183377501398-0.2957876657789j)
20606000000.0,(1.007684372780781-0.2955594400679369j)
20608000000.0,(1.0045056609655385-0.295327003950254j)
20610000000.0,(1.0013811785852123-0.29509166161598327j)
20612000000.0,(0.9983098937036458-0.29485467742883614j)
20614000000.0,(0.9952907668201987-0.29461727713215036j)
20616000000.0,(0.9923227514563212-0.2943806490142971j)
20618000000.0,(0.989404794680445-0.2941459450326882j)
20620000000.0,(0.9865358375752317-0.2939142818958023j)
20622000000.0,(0.9837148156510673-0.29368674210277956j)
20624000000.0,(0.9809406592095099-0.2934643749402769j)
20626000000.0,(0.9782122936602526-0.2932481974363894j)
20628000000.0,(0.9755286397950137-0.2930391952715588j)
20630000000.0,(0.9728886140216133-0.29283832364647344j)
20632000000.0,(0.9702911285613728-0.2926465081070697j)
20634000000.0,(0.967735091612818-0.29246464532680616j)
20636000000.0,(0.965219407484572-0.2922936038464645j)
20638000000.0,(0.9627429767001704-0.29213422477179013j)
20640000000.0,(0.9603046960774477-0.29198732242934083j)
20642000000.0,(0.9579034587850158-0.29185368498096903j)
20644000000.0,(0.9555381543782605-0.29173407499740617j)
20646000000.0,(0.9532076688171824-0.29162922999145785j)
20648000000.0,(0.9509108844683276-0.2915398629113658j)
20650000000.0,(0.9486466800929413-0.29146666259491594j)
20652000000.0,(0.9464139308234303-0.2914102941849142j)
20654000000.0,(0.9442115081301123-0.29137139950667806j)
20656000000.0,(0.9420382797801775-0.29135059740821767j)
20658000000.0,(0.9398931097907042-0.29134848406381125j)
20660000000.0,(0.9377748583775202-0.2913656332417027j)
20662000000.0,(0.9356823819016298-0.29140259653667144j)
20664000000.0,(0.933614532814868-0.2914599035682537j)
20666000000.0,(0.9315701596063964-0.2915380621454099j)
20668000000.0,(0.9295481067516003-0.2916375583984679j)
20670000000.0,(0.9275472146648859-0.2917588568791753j)
20672000000.0,(0.9255663196578539-0.2919024006297442j)
20674000000.0,(0.9236042539042467-0.2920686112217641j)
20676000000.0,(0.9216598454130629-0.292257888765915j)
20678000000.0,(0.919731918011152-0.29247061189340795j)
20680000000.0,(0.9178192913365865-0.2927071377101273j)
20682000000.0,(0.915920780844067-0.2929678017244627j)
20684000000.0,(0.9140351978235599-0.29325291774985085j)
20686000000.0,(0.9121613494333506-0.2935627777830734j)
20688000000.0,(0.9102980387486437-0.2938976518593851j)
20690000000.0,(0.908444064826805-0.29425778788557583j)
20692000000.0,(0.9065982227903052-0.2946434114521027j)
20694000000.0,(0.9047593039283868-0.29505472562545515j)
20696000000.0,(0.9029260958184301-0.2954919107219505j)
20698000000.0,(0.9010973824679623-0.295955124064188j)
20700000000.0,(0.8992719444782024-0.29644449972142345j)
20702000000.0,(0.897448559230004-0.29696014823515937j)
20704000000.0,(0.8956260010930036-0.2975021563312779j)
20706000000.0,(0.8938030416587393-0.298070586620079j)
20708000000.0,(0.8919784499984605-0.29866547728561915j)
20710000000.0,(0.8901509929462958-0.2992868417657779j)
20712000000.0,(0.8883194354083993-0.2999346684245215j)
20714000000.0,(0.8864825406986272-0.3006089202178478j)
20716000000.0,(0.8846390709012726-0.3013095343549498j)
20718000000.0,(0.8827877872612807-0.3020364219561503j)
20720000000.0,(0.8809274506023572-0.30278946770919973j)
20722000000.0,(0.8790568217732734-0.3035685295255512j)
20724000000.0,(0.8771746621226385-0.3043734381982591j)
20726000000.0,(0.87527973400232-0.30520399706317086j)
20728000000.0,(0.8733708012996348-0.30605998166510107j)
20730000000.0,(0.8714466299983462-0.306941139430706j)
20732000000.0,(0.8695059887684448-0.30784718934978467j)
20734000000.0,(0.8675476495845851-0.3087778216667567j)
20736000000.0,(0.8655703883729969-0.30973269758406935j)
20738000000.0,(0.8635729856865831-0.3107114489793072j)
20740000000.0,(0.8615542274078415-0.31171367813776807j)
20742000000.0,(0.8595129054791603-0.31273895750228065j)
20744000000.0,(0.8574478186599375-0.3137868294420302j)
20746000000.0,(0.8553577733098948-0.3148568060421519j)
20748000000.0,(0.8532415841978519-0.3159483689158359j)
20750000000.0,(0.8510980753351441-0.31706096904067604j)
20752000000.0,(0.8489260808327578-0.31819402662096274j)
20754000000.0,(0.8467244457811753-0.31934693097760053j)
20756000000.0,(0.8444920271518164-0.3205190404672856j)
20758000000.0,(0.8422276947188712-0.3217096824325528j)
20760000000.0,(0.8399303320002189-0.32291815318424033j)
20762000000.0,(0.8375988372160409-0.3241437180178804j)
20764000000.0,(0.8352321242636347-0.3253856112654575j)
20766000000.0,(0.8328291237068453-0.32664303638391673j)
20768000000.0,(0.830388783778448-0.32791516608173465j)
20770000000.0,(0.8279100713937166-0.32920114248477866j)
20772000000.0,(0.8253919731733397-0.3305000773426163j)
20774000000.0,(0.8228334964737578-0.33181105227632374j)
20776000000.0,(0.8202336704229244-0.33313311906876975j)
20778000000.0,(0.8175915469594136-0.3344652999982347j)
20780000000.0,(0.8149062018727397-0.33580658821612697j)
20782000000.0,(0.812176735842683-0.3371559481694411j)
20784000000.0,(0.809402275475367-0.33851231606849047j)
20786000000.0,(0.8065819743337723-0.3398746004003203j)
20788000000.0,(0.8037150139603462-0.3412416824880867j)
20790000000.0,(0.8008006048893086-0.3426124170965461j)
20792000000.0,(0.797837987646249-0.3439856330836835j)
20794000000.0,(0.7948264337325667-0.3453601340983464j)
20796000000.0,(0.7917652465923112-0.34673469932363543j)
20798000000.0,(0.7886537625589669-0.3481080842656426j)
20800000000.0,(0.7854913517797292-0.34947902158699456j)
20802000000.0,(0.7822774191148363-0.3508462219845059j)
20804000000.0,(0.7790114050095452-0.352208375110108j)
20806000000.0,(0.7756927863363635-0.3535641505340714j)
20808000000.0,(0.7723210772051975-0.35491219874939367j)
20810000000.0,(0.7688958297391286-0.3562511522160816j)
20812000000.0,(0.7654166348135764-0.3575796264439201j)
20814000000.0,(0.761883122756697-0.3588962211121777j)
20816000000.0,(0.7582949640089204-0.36019952122456284j)
20818000000.0,(0.7546518697396372-0.36148809829761974j)
20820000000.0,(0.7509535924191277-0.36276051158062295j)
20822000000.0,(0.7471999263439358-0.36401530930491166j)
20824000000.0,(0.7433907081140081-0.36525102996048936j)
20826000000.0,(0.7395258170600203-0.36646620359760584j)
20828000000.0,(0.7356051756194685-0.3676593531509461j)
20830000000.0,(0.7316287496602114-0.36882899578394746j)
20832000000.0,(0.7275965487503043-0.36997364425069085j)
20834000000.0,(0.7235086263731105-0.37109180827273547j)
20836000000.0,(0.7193650800868221-0.3721819959281988j)
20838000000.0,(0.7151660516276849-0.37324271505032935j)
20840000000.0,(0.7109117269563787-0.3742724746327769j)
20842000000.0,(0.7066023362471636-0.375269786238721j)
20844000000.0,(0.7022381538195759-0.3762331654110086j)
20846000000.0,(0.6978194980126198-0.37716113308041915j)
20848000000.0,(0.6933467310015642-0.3780522169691906j)
20850000000.0,(0.6888202585576342-0.3789049529869331j)
20852000000.0,(0.6842405297510378-0.3797178866160879j)
20854000000.0,(0.6796080365979457-0.3804895742841058j)
20856000000.0,(0.6749233136522027-0.3812185847195768j)
20858000000.0,(0.6701869375427042-0.381903500289572j)
20860000000.0,(0.6653995264575322-0.38254291831554543j)
20862000000.0,(0.6605617395760969-0.38313545236518615j)
20864000000.0,(0.6556742764506731-0.38367973351772217j)
20866000000.0,(0.6507378763388649-0.3841744116002396j)
20868000000.0,(0.6457533174886634-0.38461815639269986j)
20870000000.0,(0.6407214163778889-0.3850096587994337j)
20872000000.0,(0.635643026909933-0.38534763198501026j)
20874000000.0,(0.6305190395678183-0.38563081247249636j)
20876000000.0,(0.6253503805287072-0.38585796120225935j)
20878000000.0,(0.6201380107410712-0.38602786454958254j)
20880000000.0,(0.6148829249668321-0.38613933529952693j)
20882000000.0,(0.609586150790845-0.3861912135775901j)
20884000000.0,(0.6042487476001706-0.3861823677348783j)
20886000000.0,(0.5988718055356306-0.3861116951866508j)
20888000000.0,(0.5934564444181891-0.38597812320324754j)
20890000000.0,(0.5880038126527383-0.3857806096525695j)
20892000000.0,(0.5825150861118812-0.3855181436934269j)
20894000000.0,(0.5769914670023366-0.3851897464192368j)
20896000000.0,(0.5714341827165741-0.3847944714516935j)
20898000000.0,(0.5658444846722992-0.384331405484197j)
20900000000.0,(0.5602236471423863-0.38379966877497035j)
20902000000.0,(0.5545729660778236-0.3831984155899452j)
20904000000.0,(0.5488937579262256-0.3825268345956401j)
20906000000.0,(0.5431873584483907-0.38178414920239623j)
20908000000.0,(0.5374551215353707-0.3809696178584753j)
20910000000.0,(0.5316984180284221-0.3800825342956451j)
20912000000.0,(0.5259186345441758-0.3791222277270195j)
20914000000.0,(0.5201171723072661-0.3780880629980254j)
20916000000.0,(0.5142954459925927-0.3769794406914944j)
20918000000.0,(0.5084548825793018-0.375795797187976j)
20920000000.0,(0.5025969202184776-0.3745366046824767j)
20922000000.0,(0.49672300711644807-0.37320137115891816j)
20924000000.0,(0.49083460043549987-0.3717896403236971j)
20926000000.0,(0.48493316521370444-0.37030099149980744j)
20928000000.0,(0.47902017330544155-0.36873503948305814j)
20930000000.0,(0.4730971023441009-0.3670914343619802j)
20932000000.0,(0.46716543472833494-0.36536986130308013j)
20934000000.0,(0.4612266566331161-0.36357004030313916j)
20936000000.0,(0.4552822570467469-0.36169172591030135j)
20938000000.0,(0.44933372683484524-0.35973470691572845j)
20940000000.0,(0.44338255783222813-0.35769880601762727j)
20942000000.0,(0.4374302419634883-0.35558387945946696j)
20944000000.0,(0.4314782703929561-0.3533898166442296j)
20946000000.0,(0.4255281327046247-0.3511165397265278j)
20948000000.0,(0.41958131611250116-0.34876400318443523j)
20950000000.0,(0.41363930470174975-0.3463321933728589j)
20952000000.0,(0.40770357870087653-0.34382112806027565j)
20954000000.0,(0.40177561378511145-0.34123085595063135j)
20956000000.0,(0.39585688041103695-0.3385614561921808j)
20958000000.0,(0.3899488431824268-0.3358130378750126j)
20960000000.0,(0.38405296024714936-0.33298573951897265j)
20962000000.0,(0.37817068272492144-0.3300797285536581j)
20964000000.0,(0.37230345416559746-0.32709520079211196j)
20966000000.0,(0.3664527100376071-0.32403237989980316j)
20968000000.0,(0.3606198772460726-0.3208915168604197j)
20970000000.0,(0.3548063736800722-0.3176728894399596j)
20972000000.0,(0.3490136077884391-0.3143768016505399j)
20974000000.0,(0.34324297818343014-0.31100358321528454j)
20976000000.0,(0.337495873271535-0.30755358903560054j)
20978000000.0,(0.3317736709106445-0.3040271986620756j)
20980000000.0,(0.32607773809274404-0.3004248157701757j)
20982000000.0,(0.32040943065125843-0.29674686764185404j)
20984000000.0,(0.31477009299212666-0.2929938046541096j)
20986000000.0,(0.3091610578476528-0.2891660997754743j)
20988000000.0,(0.30358364605214627-0.2852642480713365j)
20990000000.0,(0.2980391663383346-0.2812887662189367j)
20992000000.0,(0.2925289151535111-0.277240192032812j)
20994000000.0,(0.28705417649435455-0.27311908400138646j)
20996000000.0,(0.2816162217593492-0.2689260208353494j)
20998000000.0,(0.27621630961771104-0.2646616010283848j)
21000000000.0,(0.27085568589372727-0.26032644243075964j)
