Frequency,G_off/G_on
20076015203.04061,(0.8407816758934027+0.5191414146013451j)
20078015603.12063,(0.8411785940289596+0.5197170230911703j)
20080016003.20064,(0.8415807271084086+0.5202886151783627j)
20082016403.28066,(0.8419880816263563+0.5208562387935912j)
20084016803.36067,(0.8424006655499875+0.5214199397372669j)
20086017203.44069,(0.8428184882915186+0.5219797617231524j)
20088017603.5207,(0.8432415606820691+0.5225357464193762j)
20090018003.60072,(0.8436698949468666+0.5230879334869449j)
20092018403.68074,(0.8441035046817247+0.523636360615853j)
20094018803.76075,(0.8445424048307192+0.5241810635588776j)
20096019203.84077,(0.8449866116650027+0.5247220761631431j)
20098019603.92078,(0.845436142762693+0.5252594303995325j)
20100020004.0008,(0.8458910169897804+0.525793156390022j)
20102020404.08081,(0.8463512544819933+0.5263232824330055j)
20104020804.16083,(0.846816876627576+0.526849835026679j)
20106021204.24085,(0.8472879060509182+0.5273728388905402j)
20108021604.32087,(0.8477643665969967+0.5278923169850679j)
20110022004.40088,(0.8482462833165729+0.5284082905296301j)
20112022404.4809,(0.8487336824521083+0.5289207790186728j)
20114022804.56091,(0.8492265914243478+0.5294298002362403j)
20116023204.64093,(0.8497250388195342+0.5299353702688677j)
20118023604.72094,(0.8502290543772083+0.530437503516892j)
20120024004.80096,(0.8507386689785562+0.5309362127042137j)
20122024404.88098,(0.8512539146352659+0.5314315088865551j)
20124024804.96099,(0.8517748244788557+0.5319234014582427j)
20126025205.04101,(0.8523014327504365+0.5324118981575495j)
20128025605.12103,(0.8528337747908721+0.5328970050706227j)
20130026005.20104,(0.8533718870313046+0.533378726634033j)
20132026405.28106,(0.8539158069840076+0.5338570656359611j)
20134026805.36107,(0.854465573233535+0.534332023216055j)
20136027205.44109,(0.8550212254281312+0.534803598863974j)
20138027605.5211,(0.8555828042713717+0.5352717904166445j)
20140028005.60112,(0.8561503515139987+0.535736594054245j)
20142028405.68114,(0.8567239099459197+0.5361980042949371j)
20144028805.76115,(0.8573035233883411+0.536656013988365j)
20146029205.84117,(0.8578892366859991+0.5371106143079288j)
20148029605.92119,(0.8584810956994593+0.537561794741856j)
20150030006.0012,(0.8590791472974508+0.5380095430830765j)
20152030406.08122,(0.8596834393492084+0.5384538454179186j)
20154030806.16123,(0.860294020716784+0.538894686113634j)
20156031206.24125,(0.8609109412472971+0.5393320478047596j)
20158031606.32127,(0.8615342517650953+0.5397659113783324j)
20160032006.40128,(0.8621640040637879+0.5401962559579566j)
20162032406.4813,(0.8628002508981222+0.5406230588867416j)
20164032806.56131,(0.8634430459756669+0.5410462957091037j)
20166033206.64133,(0.8640924439482707+0.541465940151455j)
20168033606.72134,(0.8647485004032623+0.5418819641017669j)
20170034006.80136,(0.8654112718543537+0.5422943375880318j)
20172034406.88138,(0.8660808157322137+0.5427030287556119j)
20174034806.96139,(0.8667571903746772+0.5431080038434918j)
20176035207.04141,(0.867440455016547+0.5435092271594304j)
20178035607.12143,(0.868130669778962+0.5439066610540237j)
20180036007.20144,(0.8688278956582793+0.5443002658936763j)
20182036407.28146,(0.8695321945144441+0.5446900000324882j)
20184036807.36147,(0.8702436290587985+0.5450758197830605j)
20186037207.44149,(0.8709622628412945+0.5454576793862256j)
20188037607.5215,(0.8716881602370629+0.5458355309796984j)
20190038007.60152,(0.8724213864323028+0.5462093245656634j)
20192038407.68154,(0.8731620074094433+0.5465790079772936j)
20194038807.76155,(0.8739100899315309+0.5469445268442092j)
20196039207.84157,(0.8746657015258016+0.5473058245568782j)
20198039607.92159,(0.8754289104663875+0.5476628422299712j)
20200040008.0016,(0.8761997857561103+0.5480155186646664j)
20202040408.08162,(0.8769783971073118+0.5483637903099197j)
20204040808.16163,(0.8777648149216674+0.5487075912227009j)
20206041208.24165,(0.8785591102689406+0.5490468530272112j)
20208041608.32166,(0.8793613548646136+0.5493815048730813j)
20210042008.40168,(0.8801716210463427+0.5497114733925691j)
20212042408.4817,(0.8809899817491892+0.550036682656763j)
20214042808.56171,(0.8818165104795551+0.5503570541308014j)
20216043208.64173,(0.8826512812877776+0.5506725066281275j)
20218043608.72175,(0.8834943687393163+0.5509829562637887j)
20220044008.80176,(0.8843458478844658+0.5512883164067981j)
20222044408.88178,(0.8852057942265423+0.5515884976315778j)
20224044808.96179,(0.8860742836884692+0.5518834076685013j)
20226045209.04181,(0.8869513925776987+0.5521729513535563j)
20228045609.12183,(0.8878371975494014+0.5524570305771521j)
20230046009.20184,(0.8887317755678571+0.5527355442320988j)
20232046409.28186,(0.8896352038659698+0.5530083881607778j)
20234046809.36187,(0.8905475599028408+0.5532754551015473j)
20236047209.44189,(0.8914689213193192+0.5535366346343998j)
20238047609.5219,(0.892399365891464+0.5537918131259191j)
20240048009.60192,(0.8933389714818272+0.5540408736735667j)
20242048409.68194,(0.8942878159884952+0.5542836960493432j)
20244048809.76195,(0.8952459772917973+0.5545201566428668j)
20246049209.84197,(0.8962135331986005+0.5547501284039142j)
20248049609.92199,(0.8971905613841209+0.5549734807844818j)
20250050010.002,(0.8981771393311485+0.5551900796804095j)
20252050410.08202,(0.8991733442666188+0.5553997873726407j)
20254050810.16203,(0.9001792530954358+0.5556024624681669j)
20256051210.24205,(0.9011949423314565+0.5557979598407302j)
20258051610.32206,(0.9022204880255635+0.5559861305713578j)
20260052010.40208,(0.9032559656907213+0.5561668218887945j)
20262052410.4821,(0.9043014502239338+0.5563398771099234j)
20264052810.56211,(0.9053570158250189+0.5565051355802557j)
20266053210.64213,(0.9064227359120983+0.5566624326145764j)
20268053610.72215,(0.9074986830337232+0.5568115994378529j)
20270054010.80216,(0.9085849287775394+0.556952463126498j)
20272054410.88218,(0.9096815436754033+0.5570848465500979j)
20274054810.96219,(0.9107885971048607+0.5572085683137231j)
20276055211.04221,(0.9119061571868947+0.5573234427009366j)
20278055611.12222,(0.9130342906798617+0.5574292796176294j)
20280056011.20224,(0.9141730628695195+0.5575258845368165j)
20282056411.28226,(0.9153225374550696+0.5576130584445333j)
20284056811.36227,(0.9164827764311233+0.5576905977869787j)
20286057211.44229,(0.9176538399655152+0.5577582944190628j)
20288057611.52231,(0.9188357862728791+0.5578159355545201j)
20290058011.60232,(0.9200286714839092+0.5578633037177575j)
20292058411.68234,(0.9212325495102409+0.557900176697618j)
20294058811.76235,(0.9224474719048673+0.5579263275032459j)
20296059211.84237,(0.9236734877180383+0.5579415243222469j)
20298059611.92239,(0.9249106433485667+0.5579455304813479j)
20300060012.0024,(0.926158982390499+0.5579381044097703j)
20302060412.08242,(0.9274185454750862+0.5579189996055322j)
20304060812.16243,(0.9286893701080151+0.5578879646049192j)
20306061212.24245,(0.9299714905018593+0.5578447429553489j)
20308061612.32246,(0.9312649374037177+0.5577890731918896j)
20310062012.40248,(0.9325697379180198+0.5577206888176858j)
20312062412.4825,(0.9338859153244727+0.5576393182885543j)
20314062812.56251,(0.9352134888911521+0.5575446850020267j)
20316063212.64253,(0.9365524736827381+0.5574365072911274j)
20318063612.72255,(0.9379028803639049+0.5573144984231784j)
20320064012.80256,(0.9392647149978934+0.5571783666039278j)
20322064412.88258,(0.9406379788403052+0.5570278149873227j)
20324064812.96259,(0.9420226681281597+0.5568625416912386j)
20326065213.04261,(0.9434187738642901+0.5566822398194993j)
20328065613.12262,(0.9448262815971449+0.5564865974905197j)
20330066013.20264,(0.946245171196096+0.5562752978729166j)
20332066413.28266,(0.9476754166223593+0.5560480192284394j)
20334066813.36267,(0.9491169856956625+0.5558044349625806j)
20336067213.44269,(0.9505698398567914+0.5555442136832258j)
20338067613.52271,(0.9520339339261984+0.5552670192677204j)
20340068013.60272,(0.9535092158588432+0.554972510938722j)
20342068413.68274,(0.9549956264954778+0.5546603433492234j)
20344068813.76275,(0.9564930993106074+0.5543301666771272j)
20346069213.84277,(0.958001560157371+0.5539816267297585j)
20348069613.92278,(0.9595209270096227+0.5536143650587033j)
20350070014.0028,(0.961051109701515+0.5532280190853639j)
20352070414.08282,(0.9625920096649+0.5528222222376128j)
20354070814.16283,(0.9641435196649197+0.5523966040979399j)
20356071214.24285,(0.9657055235341451+0.5519507905634673j)
20358071614.32287,(0.9672778959056868+0.5514844040182172j)
20360072014.40288,(0.9688605019457128+0.5509970635180003j)
20362072414.4829,(0.9704531970858336+0.5504883849882918j)
20364072814.56291,(0.9720558267558645+0.5499579814354483j)
20366073214.64293,(0.9736682261174834+0.5494054631716103j)
20368073614.72295,(0.9752902197993536+0.5488304380536208j)
20370074014.80296,(0.9769216216342981+0.5482325117362709j)
20372074414.88298,(0.9785622343991547+0.5476112879401756j)
20374074814.96299,(0.9802118495579661+0.5469663687345497j)
20376075215.04301,(0.9818702470092007+0.5462973548351477j)
20378075615.12302,(0.9835371948377173+0.5456038459175876j)
20380076015.20304,(0.9852124490722397+0.5448854409462706j)
20382076415.28306,(0.9868957534491166+0.5441417385190628j)
20384076815.36307,(0.988586839183193+0.5433723372278856j)
20386077215.44309,(0.9902854247466389+0.5425768360353163j)
20388077615.52311,(0.9919912156566113+0.5417548346672664j)
20390078015.60312,(0.9937039042726565+0.5409059340217651j)
20392078415.68314,(0.9954231696047912+0.5400297365938301j)
20394078815.76315,(0.9971486771332128+0.5391258469163599j)
20396079215.84317,(0.9988800786406316+0.5381938720169361j)
20398079615.92318,(1.0006170120582223+0.5372334218903663j)
20400080016.0032,(1.0023591013262196+0.5362441099867475j)
20402080416.08322,(1.004105956270205+0.5352255537147679j)
20404080816.16323,(1.0058571724941323+0.5341773749599089j)
20406081216.24325,(1.007612331291161+0.5330992006171367j)
20408081616.32327,(1.0093709995733713+0.5319906631376172j)
20410082016.40328,(1.011132729821437+0.5308514010889124j)
20412082416.4833,(1.012897060055333+0.5296810597280442j)
20414082816.56331,(1.0146635138271483+0.5284792915867483j)
20416083216.64333,(1.016431600237076+0.5272457570681518j)
20418083616.72334,(1.0182008139736176+0.5259801250540438j)
20420084016.80336,(1.0199706353790463+0.524682073521823j)
20422084416.88338,(1.0217405305411265+0.5233512901701349j)
20424084816.96339,(1.023509951412076+0.5219874730521197j)
20426085217.04341,(1.025278335955706+0.520590331215124j)
20428085617.12343,(1.0270451083236487+0.519159585345645j)
20430086017.20344,(1.0288096790615178+0.5176949684181926j)
20432086417.28346,(1.0305714453458168+0.5161962263466844j)
20434086817.36347,(1.0323297912523217+0.5146631186369023j)
20436087217.44349,(1.0340840880566233+0.5130954190384692j)
20438087617.52351,(1.0358336945674296+0.5114929161947347j)
20440088017.60352,(1.0375779574931496+0.5098554142888768j)
20442088417.68354,(1.0393162118421975+0.508182733684474j)
20444088817.76355,(1.0410477813573682+0.5064747115587273j)
20446089217.84357,(1.0427719789845178+0.5047312025264596j)
20448089617.92358,(1.044488107375708+0.5029520792529723j)
20450090018.0036,(1.0461954594268372+0.5011372330537691j)
20452090418.08362,(1.0478933188496757+0.4992865744791512j)
20454090818.16363,(1.049580960778104+0.49740003388161896j)
20456091218.24365,(1.0512576524082173+0.49547756196400855j)
20458091618.32367,(1.0529226536718428+0.49351913030626915j)
20460092018.40368,(1.0545752179428642+0.49152473186877244j)
20462092418.4837,(1.056214592775628+0.4894943814700446j)
20464092818.56371,(1.0578400206745484+0.48742811623682497j)
20466093218.64373,(1.0594507398939006+0.4853259960243631j)
20468093618.72374,(1.0610459852666343+0.48318810380490645j)
20470094018.80376,(1.0626249890609014+0.48101454602235116j)
20472094418.88378,(1.064186981862848+0.47880545291110055j)
20474094818.96379,(1.065731193484068+0.47656097877721393j)
20476095219.04381,(1.067256853891991+0.47428130224001347j)
20478095619.12383,(1.0687631941613083+0.47196662643239434j)
20480096019.20384,(1.0702494474444375+0.46961717915817275j)
20482096419.28386,(1.0717148499588818+0.46723321300492326j)
20484096819.36387,(1.07315864198919+0.46481500541085036j)
20486097219.44389,(1.0745800689011589+0.46236285868439403j)
20488097619.5239,(1.0759783821657438+0.45987709997537346j)
20490098019.60392,(1.0773528403900934+0.45735808119664473j)
20492098419.68394,(1.0787027103529936+0.4548061788953896j)
20494098819.76395,(1.0800272680419405+0.45222179407331536j)
20496099219.84397,(1.0813257996889793+0.449605351955229j)
20498099619.92399,(1.0825976028023911+0.4469573017056098j)
20500100020.004,(1.0838419871912537+0.4442781160930095j)
20502100420.08402,(1.085058275979865+0.4415682911022789j)
20504100820.16403,(1.0862458066090066+0.43882834549483485j)
20506101220.24405,(1.0874039318209976+0.43605882031736115j)
20508101620.32407,(1.088532020625504+0.4332602783595481j)
20510102020.40408,(1.0896294592430977+0.4304333035616785j)
20512102420.4841,(1.0906956520235704+0.427578500373056j)
20514102820.56411,(1.0917300223360844+0.4246964930624875j)
20516103220.64413,(1.0927320134282827+0.4217879249822177j)
20518103620.72414,(1.0937010892515793+0.41885345778690813j)
20520104020.80416,(1.0946367352499358+0.4158937706094487j)
20522104420.88418,(1.0955384591095392+0.4129095591955651j)
20524104820.96419,(1.0964057914669139+0.4099015349993561j)
20526105221.04421,(1.0972382865731543+0.4068704242420753j)
20528105621.12423,(1.0980355229120813+0.4038169669366136j)
20530106021.20424,(1.0987971037703206+0.4007419158802877j)
20532106421.28426,(1.099522657757441+0.397646035618684j)
20534106821.36427,(1.1002118392744882+0.39453010138340927j)
20536107221.44429,(1.1008643289294366+0.3913948980067281j)
20538107621.5243,(1.101479833898273+0.38824121881614476j)
20540108021.60432,(1.1020580882306334+0.3850698645120752j)
20542108421.68434,(1.1025988530991184+0.3818816420318131j)
20544108821.76436,(1.1031019169916398+0.37867736340304986j)
20546109221.84437,(1.1035670958463406+0.37545784459023146j)
20548109621.92439,(1.103994233128873+0.3722239043370547j)
20550110022.0044,(1.1043831998520228+0.3689763630084131j)
20552110422.08442,(1.104733894537887+0.36571604143507414j)
20554110822.16443,(1.1050462431230235+0.3624437597643488j)
20556111222.24445,(1.105320198807207+0.35916033631996164j)
20558111622.32447,(1.105555741846623+0.3558665864742709j)
20560112022.40448,(1.1057528792925355+0.35256332153591013j)
20562112422.4845,(1.1059116446766502+0.3492513476558341j)
20564112822.56451,(1.106032097644587+0.3459314647546461j)
20566113222.64453,(1.1061143235390396+0.3426044654739731j)
20568113622.72455,(1.1061584329343663+0.33927113415452276j)
20570114022.80456,(1.1061645611245179+0.3359322458433216j)
20572114422.88458,(1.1061328675663331+0.332588565332488j)
20574114822.96459,(1.1060635352803774+0.32924084623173694j)
20576115223.04461,(1.1059567702116055+0.32588983007664996j)
20578115623.12463,(1.105812800552237+0.3225362454745779j)
20580116023.20464,(1.105631876029322+0.3191808072898676j)
20582116423.28466,(1.1054142671595484+0.31582421586992837j)
20584116823.36467,(1.1051602644739105+0.31246715631347155j)
20586117223.44469,(1.1048701777148984+0.309110297782077j)
20588117623.5247,(1.1045443350089073+0.30575429285605293j)
20590118023.60472,(1.1041830820165917+0.30239977693538317j)
20592118423.68474,(1.1037867810638857+0.29904736768635953j)
20594118823.76475,(1.1033558102564271+0.2956976645343401j)
20596119223.84477,(1.102890562580076+0.29235124820287756j)
20598119623.92479,(1.1023914449902241+0.28900868029931004j)
20600120024.0048,(1.1018588774925229+0.2856705029467289j)
20602120424.08482,(1.1012932922176348+0.2823372384620883j)
20604120824.16483,(1.1006951324925225+0.2790093890800612j)
20606121224.24485,(1.1000648519107499+0.27568743672210616j)
20608121624.32486,(1.0994029134041747+0.2723718428100714j)
20610122024.40488,(1.0987097883183317+0.26906304812352816j)
20612122424.4849,(1.0979859554937117+0.26576147269990996j)
20614122824.56492,(1.0972319003550544+0.2624675157764221j)
20616123224.64493,(1.0964481140106515+0.2591815557725772j)
20618123624.72495,(1.0956350923635592+0.2559039503121221j)
20620124024.80496,(1.0947933352365158+0.25263503628303885j)
20622124424.88498,(1.0939233455122284+0.24937512993422628j)
20624124824.96499,(1.0930256282905881+0.24612452700739418j)
20626125225.04501,(1.0921006900642518+0.24288350290265945j)
20628125625.12503,(1.0911490379139153+0.239652312876277j)
20630126025.20504,(1.0901711787244674+0.23643119226889656j)
20632126425.28506,(1.0891676184231256+0.23322035676271405j)
20634126825.36507,(1.088138861240499+0.23002000266585768j)
20636127225.44509,(1.0870854089954496+0.2268303072223387j)
20638127625.52511,(1.0860077604044784+0.22365142894588513j)
20640128025.60512,(1.0849064104162616+0.22048350797598298j)
20642128425.68514,(1.0837818495718676+0.21732666645445306j)
20644128825.76515,(1.0826345633910646+0.21418100892090686j)
20646129225.84517,(1.0814650317850318+0.21104662272544336j)
20648129625.92519,(1.0802737284957016+0.20792357845697595j)
20650130026.0052,(1.0790611205618548+0.20481193038560822j)
20652130426.08522,(1.077827667812016+0.20171171691750955j)
20654130826.16523,(1.0765738223840944+0.1986229610607867j)
20656131226.24525,(1.0753000282716694+0.1955456709008848j)
20658131626.32526,(1.0740067208967083+0.19247984008410102j)
20660132026.40528,(1.072694326708468+0.1894254483078398j)
20662132426.4853,(1.0713632628082483+0.18638246181629622j)
20664132826.56531,(1.0700139365996213+0.1833508339003001j)
20666133226.64533,(1.06864674546369+0.18033050540011542j)
20668133626.72535,(1.0672620764589005+0.17732140521004203j)
20670134026.80536,(1.0658603060448733+0.17432345078372757j)
20672134426.88538,(1.064441799829689+0.17133654863915387j)
20674134826.96539,(1.0630069123400168+0.16836059486231925j)
20676135227.04541,(1.0615559868134612+0.16539547560870385j)
20678135627.12542,(1.0600893550124628+0.16244106760165236j)
20680136027.20544,(1.0586073370590696+0.15949723862687987j)
20682136427.28546,(1.0571102412898787+0.15656384802235077j)
20684136827.36548,(1.055598364130432+0.15364074716284956j)
20686137227.44549,(1.0540719899883455+0.15072777993860745j)
20688137627.52551,(1.052531391164422+0.14782478322740872j)
20690138027.60552,(1.0509768277810283+0.14493158735965367j)
20692138427.68554,(1.049408547726978+0.1420480165759027j)
20694138827.76555,(1.047826786618191+0.13917388947648j)
20696139227.84557,(1.0462317677733812+0.13630901946275847j)
20698139627.92559,(1.0446237022040583+0.13345321516980074j)
20700140028.0056,(1.0430027886180988+0.1306062808900657j)
20702140428.08562,(1.0413692134361892+0.12776801698794296j)
20704140828.16563,(1.0397231508204323+0.12493822030490995j)
20706141228.24565,(1.0380647627144253+0.12211668455514836j)
20708141628.32567,(1.0363941988941445+0.1193032007114939j)
20710142028.40568,(1.0347115970289653+0.11649755738162634j)
20712142428.4857,(1.0330170827521867+0.11369954117443702j)
20714142828.56571,(1.0313107697404331+0.11090893705655085j)
20716143228.64573,(1.029592759801326+0.10812552869899326j)
20718143628.72575,(1.027863142968845+0.10534909881403719j)
20720144028.80576,(1.0261219976058116+0.10257942948227297j)
20722144428.88578,(1.0243693905129496+0.09981630246998244j)
20724144828.96579,(1.0226053770440018+0.09705949953690719j)
20726145229.04581,(1.0208300012263973+0.09430880273452934j)
20728145629.12582,(1.0190432958869906+0.09156399469499514j)
20730146029.20584,(1.0172452827824146+0.08882485891083648j)
20732146429.28586,(1.0154359727336049+0.08609118000564629j)
20734146829.36587,(1.0136153657640825+0.08336274399589319j)
20736147229.44589,(1.0117834512415973+0.08063933854406018j)
20738147629.52591,(1.009940208022759+0.07792075320331067j)
20740148029.60592,(1.0080856046002993+0.07520677965388824j)
20742148429.68594,(1.006219599252635+0.07249721193147093j)
20744148829.76595,(1.0043421401954158+0.06979184664770124j)
20746149229.84597,(1.0024531657347624+0.06709048320312581j)
20748149629.92598,(1.0005526044219248+0.06439292399277455j)
20750150030.006,(0.9986403752090968+0.06169897460462435j)
20752150430.08602,(0.9967163876061581+0.059008444011182506j)
20754150830.16604,(0.9947805418381159+0.05632114475443813j)
20756151230.24605,(0.992832729003049+0.053636893124423934j)
20758151630.32607,(0.9908728312303637+0.050955509331633675j)
20760152030.40608,(0.9889007218391985+0.04827681767354001j)
20762152430.4861,(0.9869162654968144+0.04560064669545815j)
20764152830.56611,(0.9849193183768399+0.04292682934599433j)
20766153230.64613,(0.9829097283172393+0.040255203127322114j)
20768153630.72615,(0.9808873349779008+0.03758561024052298j)
20770154030.80616,(0.9788519699977419+0.03491789772622619j)
20772154430.88618,(0.9768034571512484+0.03225191760077614j)
20774154830.96619,(0.9747416125043794+0.029587526988157947j)
20776155231.04621,(0.9726662445697717+0.026924588247901397j)
20778155631.12623,(0.970577154461204+0.02426296909918157j)
20780156031.20624,(0.968474136047271+0.021602542741329524j)
20782156431.28626,(0.9663569761042542+0.01894318797096112j)
20784156831.36627,(0.9642254544681581+0.016284789295925146j)
20786157231.44629,(0.9620793441859143+0.013627237046269459j)
20788157631.52631,(0.9599184116657462+0.010970427482413078j)
20790158031.60632,(0.9577424168267109+0.008314262900713965j)
20792158431.68634,(0.9555511132474271+0.005658651736604909j)
20794158831.76635,(0.9533442483140245+0.0030035086654765916j)
20796159231.84637,(0.9511215633673308+0.00034875470146729435j)
20798159631.92638,(0.9488827938493558-0.002305682705673397j)
20800160032.0064,(0.9466276694490978-0.004959869575502646j)
20802160432.08642,(0.944355914247738-0.007613865303429696j)
20804160832.16644,(0.9420672468632703-0.010267722568754556j)
20806161232.24645,(0.9397613805946365-0.0129214872440627j)
20808161632.32647,(0.9374380235654276-0.01557519830585365j)
20810162032.40648,(0.935096878867227-0.01822888774627987j)
20812162432.4865,(0.9327376447026746-0.020882580485886825j)
20814162832.56651,(0.9303600145283226-0.023536294287245744j)
20816163232.64653,(0.9279636771973808-0.02619003966938139j)
20818163632.72655,(0.9255483171024271-0.028843819822902263j)
20820164032.80656,(0.9231136143181844-0.03149763052574878j)
20822164432.88658,(0.9206592447444513-0.03415146005947803j)
20824164832.9666,(0.9181848802492866-0.03680528912601709j)
20826165233.04661,(0.9156901888125486-0.03945909076481695j)
20828165633.12663,(0.9131748346698868-0.042112830270350704j)
20830166033.20664,(0.9106384784572963-0.04476646510990306j)
20832166433.28666,(0.908080777356337-0.04741994484160714j)
20834166833.36667,(0.9055013852401248-0.050073211032692064j)
20836167233.44669,(0.9028999528202069-0.05272619717790576j)
20838167633.52671,(0.9002761277944309-0.05537882861809393j)
20840168033.60672,(0.8976295549959179-0.05803102245891265j)
20842168433.68674,(0.8949598765432533-0.060682687489665654j)
20844168833.76675,(0.8922667319920107-0.06333372410226207j)
20846169233.84677,(0.8895497584877164-0.06598402421029313j)
20848169633.92679,(0.8868085909203792-0.06863347116824207j)
20850170034.0068,(0.8840428620806893-0.07128193969083647j)
20852170434.08682,(0.8812522028180059-0.07392929577256901j)
20854170834.16683,(0.8784362422002484-0.07657539660741298j)
20856171234.24685,(0.8755946076758053-0.07922009050876827j)
20858171634.32687,(0.8727269252375683-0.08186321682967707j)
20860172034.40688,(0.8698328195892139-0.0845046058833615j)
20862172434.4869,(0.8669119143138345-0.0871440788641321j)
20864172834.56691,(0.8639638320450385-0.0897814477687337j)
20866173234.64693,(0.8609881946406228-0.09241651531819077j)
20868173634.72694,(0.8579846233589264-0.0950490748802297j)
20870174034.80696,(0.854952739037976-0.09767891039235779j)
20872174434.88698,(0.8518921622775192-0.10030579628568405j)
20874174834.967,(0.8488025136240612-0.10292949740957683j)
20876175235.04701,(0.8456834137589904-0.10554976895725755j)
20878175635.12703,(0.8425344836899007-0.10816635639243512j)
20880176035.20704,(0.8393553449452025-0.11077899537709575j)
20882176435.28706,(0.8361456197721152-0.11338741170056497j)
20884176835.36707,(0.8329049313381287-0.11599132120996837j)
20886177235.44709,(0.8296329039360233-0.1185904297422212j)
20888177635.52711,(0.8263291631925241-0.12118443305768548j)
20890178035.60712,(0.8229933362806788-0.12377301677563814j)
20892178435.68714,(0.8196250521360209-0.1263558563116995j)
20894178835.76716,(0.816223941676599-0.12893261681737947j)
20896179235.84717,(0.8127896380269324-0.13150295312190421j)
20898179635.92719,(0.8093217767459543-0.13406650967648734j)
20900180036.0072,(0.8058199960590017-0.13662292050122649j)
20902180436.08722,(0.8022839370939-0.1391718091347993j)
20904180836.16723,(0.798713244121185-0.14171278858714798j)
20906181236.24725,(0.795107564798509-0.1442454612953427j)
20908181636.32727,(0.7914665504192545-0.14676941908282004j)
20910182036.40728,(0.787789856165391-0.14928424312220243j)
20912182436.4873,(0.7840771413645846-0.15178950390190007j)
20914182836.56731,(0.7803280697515877-0.15428476119671458j)
20916183236.64733,(0.7765423097338945-0.15676956404265904j)
20918183636.72735,(0.7727195346616798-0.1592434507162167j)
20920184036.80736,(0.7688594231019966-0.1617059487182676j)
20922184436.88738,(0.7649616591172222-0.16415657476291384j)
20924184836.96739,(0.761025932547719-0.16659483477143927j)
20926185237.04741,(0.7570519392986815-0.1690202238716455j)
20928185637.12743,(0.7530393816311172-0.17143222640280537j)
20930186037.20744,(0.748987968456909-0.17383031592648351j)
20932186437.28746,(0.7448974156378979-0.17621395524347389j)
20934186837.36747,(0.7407674462889036-0.17858259641710736j)
20936187237.44749,(0.7365977910846033-0.18093568080318706j)
20938187637.5275,(0.7323881885701717-0.1832726390868067j)
20940188037.60752,(0.7281383854755723-0.18559289132631657j)
20942188437.68754,(0.7238481370333815-0.18789584700469622j)
20944188837.76756,(0.7195172073000167-0.19018090508859664j)
20946189237.84757,(0.7151453694802259-0.19244745409531697j)
20948189637.92759,(0.7107324062546796-0.1946948721679815j)
20950190038.0076,(0.7062781101105031-0.19692252715917477j)
20952190438.08762,(0.701782283674564-0.19912977672330606j)
20954190838.16763,(0.6972447400493251-0.20131596841795857j)
20956191238.24765,(0.692665303151053-0.20348043981448685j)
20958191638.32767,(0.6880438080501651-0.2056225186181215j)
20960192038.40768,(0.6833801013134769-0.20774152279783234j)
20962192438.4877,(0.678674041348105-0.20983676072620688j)
20964192838.56772,(0.6739254987467655-0.21190753132958715j)
20966193238.64773,(0.6691343566341834-0.2139531242487123j)
20968193638.72775,(0.6643005110143312-0.21597282001010154j)
