Frequency,G_off/G_on
20328000000.0,(1.0227627509076274+0.5536659283350789j)
20330000000.0,(1.0242047870517945+0.5521995101642769j)
20332000000.0,(1.0256399578064972+0.5507198364351018j)
20334000000.0,(1.0270681522590486+0.5492269501315896j)
20336000000.0,(1.0284892577494142+0.5477208946755606j)
20338000000.0,(1.0299031598580795+0.5462017139101455j)
20340000000.0,(1.0313097423949211+0.5446694520822802j)
20342000000.0,(1.0327088873891483+0.5431241538241905j)
20344000000.0,(1.034100475080374+0.5415658641338924j)
20346000000.0,(1.035484383910876+0.5399946283547332j)
20348000000.0,(1.0368604905191254+0.5384104921540193j)
20350000000.0,(1.0382286697346246+0.5368135015007534j)
20352000000.0,(1.039588794574133+0.5352037026425308j)
20354000000.0,(1.0409407362393328+0.5335811420816369j)
20356000000.0,(1.0422843641159967+0.5319458665503932j)
20358000000.0,(1.0436195457747128+0.5302979229858036j)
20360000000.0,(1.0449461469732286+0.5286373585035549j)
20362000000.0,(1.0462640316604606+0.5269642203714355j)
20364000000.0,(1.0475730619822243+0.5252785559822264j)
20366000000.0,(1.0488730982887409+0.5235804128261389j)
20368000000.0,(1.0501639991439506+0.5218698384628617j)
20370000000.0,(1.0514456213366943+0.5201468804932919j)
20372000000.0,(1.0527178198937912+0.5184115865310304j)
20374000000.0,(1.0539804480950545+0.5166640041737112j)
20376000000.0,(1.055233357490275+0.5149041809742527j)
20378000000.0,(1.0564763979182037+0.5131321644121174j)
20380000000.0,(1.0577094175275583+0.5113480018646578j)
20382000000.0,(1.058932262800069+0.5095517405786462j)
20384000000.0,(1.0601447785755849+0.5077434276420749j)
20386000000.0,(1.061346808079247+0.5059231099563211j)
20388000000.0,(1.0625381929507345+0.5040908342087695j)
20390000000.0,(1.0637187732755855+0.50224664684599j)
20392000000.0,(1.064888387618586+0.500390594047565j)
20394000000.0,(1.0660468730592143+0.49852272170066203j)
20396000000.0,(1.0671940652291292+0.4966430753754545j)
20398000000.0,(1.0683297983516737+0.49475170030147886j)
20400000000.0,(1.0694539052833725+0.49284864134503126j)
20402000000.0,(1.0705662175573858+0.490933942987698j)
20404000000.0,(1.0716665654288773+0.4890076493061106j)
20406000000.0,(1.0727547779222606+0.4870698039530227j)
20408000000.0,(1.0738306828802622+0.48512045013979727j)
20410000000.0,(1.0748941070147495+0.48315963062039136j)
20412000000.0,(1.0759448759592611+0.48118738767692676j)
20414000000.0,(1.0769828143231748+0.4792037631069265j)
20416000000.0,(1.0780077457474277+0.47720879821229795j)
20418000000.0,(1.0790194929617298+0.4752025337901348j)
20420000000.0,(1.0800178778431693+0.473185010125413j)
20422000000.0,(1.0810027214761304+0.4711562669856415j)
20424000000.0,(1.081973844213437+0.46911634361753524j)
20426000000.0,(1.0829310657386089+0.46706527874576015j)
20428000000.0,(1.0838742051291472+0.4650031105738051j)
20430000000.0,(1.0848030809207365+0.4629298767870238j)
20432000000.0,(1.0857175111722601+0.4608456145578869j)
20434000000.0,(1.086617313531512+0.45875036055347496j)
20436000000.0,(1.0875023053015065+0.45664415094523697j)
20438000000.0,(1.088372303507254+0.4545270214210397j)
20440000000.0,(1.0892271249629064+0.45239900719951576j)
20442000000.0,(1.09006658633914+0.45026014304671497j)
20444000000.0,(1.0908905042306605+0.448110463295062j)
20446000000.0,(1.0916986952237262+0.4459500018646109j)
20448000000.0,(1.0924909759635542+0.4437787922865795j)
20450000000.0,(1.093267163221499+0.441596867729142j)
20452000000.0,(1.0940270739618951+0.4394042610254533j)
20454000000.0,(1.0947705254084392+0.437201004703867j)
20456000000.0,(1.0954973351100024+0.4349871310203008j)
20458000000.0,(1.0962073210057706+0.4327626719927095j)
20460000000.0,(1.096900301489592+0.4305276594375989j)
20462000000.0,(1.0975760954734406+0.42828212500852586j)
20464000000.0,(1.098234522449891+0.4260261002365149j)
20466000000.0,(1.0988754025535061+0.42375961657231437j)
20468000000.0,(1.0994985566210493+0.42148270543041855j)
20470000000.0,(1.1001038062504336+0.4191953982347675j)
20472000000.0,(1.1006909738583253+0.41689772646603485j)
20474000000.0,(1.101259882736327+0.41458972171041597j)
20476000000.0,(1.1018103571056626+0.41227141570981j)
20478000000.0,(1.1023422221703107+0.4099428404133041j)
20480000000.0,(1.1028553041685132+0.4076040280298455j)
20482000000.0,(1.1033494304226152+0.405255011082004j)
20484000000.0,(1.103824429387188+0.4028958224607077j)
20486000000.0,(1.1042801306953864+0.4005264954808425j)
20488000000.0,(1.1047163652035172+0.39814706393760374j)
20490000000.0,(1.1051329650337838+0.3957575621634809j)
20492000000.0,(1.1055297636151846+0.39335802508576817j)
20494000000.0,(1.1059065957225545+0.3909484882844723j)
20496000000.0,(1.106263297513736+0.3885289880505179j)
20498000000.0,(1.106599706564884+0.38609956144412155j)
20500000000.0,(1.1069156619038962+0.38366024635322804j)
20502000000.0,(1.107211004041992+0.38121108155189487j)
20504000000.0,(1.1074855750034482+0.3787521067585128j)
20506000000.0,(1.1077392183535106+0.37628336269375257j)
20508000000.0,(1.1079717792245158+0.3738048911381333j)
20510000000.0,(1.108183104340248+0.3713167349891067j)
20512000000.0,(1.1083730420385713+0.3688189383175581j)
20514000000.0,(1.1085414422923792+0.366311546423622j)
20516000000.0,(1.108688156728908+0.3637946058917258j)
20518000000.0,(1.1088130386474586+0.3612681646447616j)
20520000000.0,(1.1089159430355955+0.3587322719973067j)
20522000000.0,(1.1089967265838607+0.35618697870780763j)
20524000000.0,(1.109055247699082+0.35363233702964936j)
20526000000.0,(1.1090913665163327+0.351068400761039j)
20528000000.0,(1.1091049449096038+0.3484952252936281j)
20530000000.0,(1.1090958465012717+0.3459128676598179j)
20532000000.0,(1.1090639366704185+0.34332138657868216j)
20534000000.0,(1.1090090825600842+0.3407208425004536j)
20536000000.0,(1.1089311530835333+0.3381112976495249j)
20538000000.0,(1.1088300189295888+0.3354928160659195j)
20540000000.0,(1.1087055525671383+0.3328654636451897j)
20542000000.0,(1.1085576282488625+0.33022930817670865j)
20544000000.0,(1.108386122014283+0.32758441938032323j)
20546000000.0,(1.1081909116921906+0.3249308689413429j)
20548000000.0,(1.1079718769025457+0.3222687305438448j)
20550000000.0,(1.1077288990579062+0.31959807990227074j)
20552000000.0,(1.1074618613644798+0.3169189947913126j)
20554000000.0,(1.1071706488228599+0.3142315550740694j)
20556000000.0,(1.1068551482285196+0.31153584272847823j)
20558000000.0,(1.106515248172137+0.30883194187201163j)
20560000000.0,(1.106150839039822+0.30611993878464944j)
20562000000.0,(1.1057618130133031+0.30339992193013016j)
20564000000.0,(1.1053480640701554+0.30067198197549355j)
20566000000.0,(1.1049094879841113+0.297936211808923j)
20568000000.0,(1.1044459823255341+0.29519270655591145j)
20570000000.0,(1.1039574464621011+0.2924415635937647j)
20572000000.0,(1.1034437815597513+0.2896828825644668j)
20574000000.0,(1.102904890583959+0.2869167653859315j)
20576000000.0,(1.102340678301374+0.2841433162616678j)
20578000000.0,(1.1017510512818804+0.28136264168888725j)
20580000000.0,(1.1011359179011198+0.27857485046508684j)
20582000000.0,(1.1004951883435117+0.275780053693137j)
20584000000.0,(1.0998287746058255+0.27297836478491505j)
20586000000.0,(1.0991365905013206+0.2701698994635122j)
20588000000.0,(1.0984185516645066+0.26735477576406186j)
20590000000.0,(1.0976745755565331+0.2645331140332173j)
20592000000.0,(1.0969045814712592+0.2617050369273288j)
20594000000.0,(1.0961084905420047+0.2588706694093511j)
20596000000.0,(1.0952862257490183+0.2560301387445313j)
20598000000.0,(1.094437711927678+0.2531835744949111j)
20600000000.0,(1.0935628757774347+0.25033110851269197j)
20602000000.0,(1.0926616458715197+0.24747287493250303j)
20604000000.0,(1.0917339526674186+0.2446090101626124j)
20606000000.0,(1.090779728518125+0.24173965287513033j)
20608000000.0,(1.0897989076841788+0.23886494399524053j)
20610000000.0,(1.088791426346483+0.23598502668950802j)
20612000000.0,(1.0877572226199153+0.233100046353301j)
20614000000.0,(1.0866962365677164+0.23021015059737338j)
20616000000.0,(1.0856084102166623+0.2273154892336468j)
20618000000.0,(1.0844936875730047+0.2244162142602332j)
20620000000.0,(1.08335201463918+0.22151247984574185j)
20622000000.0,(1.0821833394312685+0.2186044423129074j)
20624000000.0,(1.080987611997197+0.21569226012158024j)
20626000000.0,(1.0797647844356666+0.21277609385111856j)
20628000000.0,(1.0785148109157883+0.20985610618222023j)
20630000000.0,(1.077237647697416+0.20693246187822914j)
20632000000.0,(1.0759332531521477+0.2040053277659574j)
20634000000.0,(1.0746015877849793+0.201074872716055j)
20636000000.0,(1.073242614256588+0.19814126762296505j)
20638000000.0,(1.0718562974062171+0.19520468538449498j)
20640000000.0,(1.0704426042751451+0.1922653008810426j)
20642000000.0,(1.0690015041307017+0.1893232909545018j)
20644000000.0,(1.0675329684908101+0.1863788343868891j)
20646000000.0,(1.0660369711490272+0.18343211187870911j)
20648000000.0,(1.064513488200043+0.18048330602710272j)
20650000000.0,(1.0629624980656176+0.17753260130379356j)
20652000000.0,(1.0613839815209194+0.17458018403287068j)
20654000000.0,(1.0597779217212293+0.17162624236842874j)
20656000000.0,(1.0581443042289795+0.1686709662720918j)
20658000000.0,(1.0564831170410938+0.16571454749045042j)
20660000000.0,(1.0547943506165862+0.16275717953242963j)
20662000000.0,(1.0530779979043898+0.15979905764661792j)
20664000000.0,(1.0513340543713778+0.15684037879857343j)
20666000000.0,(1.0495625180305284+0.15388134164813408j)
20668000000.0,(1.047763389469211+0.15092214652674865j)
20670000000.0,(1.0459366718775422+0.1479629954148505j)
20672000000.0,(1.044082371076778+0.14500409191929295j)
20674000000.0,(1.0422004955477002+0.14204564125086339j)
20676000000.0,(1.0402910564589574+0.13908785020189407j)
20678000000.0,(1.038354067695319+0.13613092712398714j)
20680000000.0,(1.0363895458857972+0.13317508190586447j)
20682000000.0,(1.0343975104316057+0.1302205259513666j)
20684000000.0,(1.0323779835338982+0.127267472157605j)
20686000000.0,(1.0303309902212552+0.12431613489328439j)
20688000000.0,(1.0282565583768724+0.12136672997721093j)
20690000000.0,(1.0261547187654083+0.11841947465699132j)
20692000000.0,(1.0240255050594427+0.11547458758793856j)
20694000000.0,(1.021868953865511+0.11253228881219057j)
20696000000.0,(1.0196851047496625+0.10959279973805444j)
20698000000.0,(1.017474000262503+0.10665634311957777j)
20700000000.0,(1.0152356859636742+0.10372314303636397j)
20702000000.0,(1.0129702104457305+0.10079342487362768j)
20704000000.0,(1.010677625357358+0.09786741530250248j)
20706000000.0,(1.0083579854259037+0.09494534226060221j)
20708000000.0,(1.006011348479164+0.09202743493284252j)
20710000000.0,(1.0036377754663819+0.08911392373251964j)
20712000000.0,(1.0012373304784186+0.08620504028265459j)
20714000000.0,(0.9988100807670471+0.0833010173975988j)
20716000000.0,(0.9963560967633268+0.0804020890649042j)
20718000000.0,(0.9938754520950065+0.07750849042745246j)
20720000000.0,(0.991368223602926+0.07462045776584375j)
20722000000.0,(0.9888344913563539+0.07173822848104427j)
20724000000.0,(0.9862743386672301+0.06886204107728022j)
20726000000.0,(0.9836878521032633+0.06599213514518022j)
20728000000.0,(0.9810751214998376+0.06312875134515561j)
20730000000.0,(0.9784362399706901+0.060272131391011396j)
20732000000.0,(0.9757713039173126+0.05742251803377816j)
20734000000.0,(0.9730804130370319+0.0545801550457581j)
20736000000.0,(0.9703636703297323+0.05174528720476582j)
20738000000.0,(0.9676211821031712+0.04891816027856067j)
20740000000.0,(0.9648530579768546+0.04609902100944932j)
20742000000.0,(0.9620594108844216+0.04328811709904616j)
20744000000.0,(0.959240357074507+0.04048569719317434j)
20746000000.0,(0.9563960161100356+0.03769201086688768j)
20748000000.0,(0.9535265108659149+0.03490730860959885j)
20750000000.0,(0.9506319675250852+0.03213184181028549j)
20752000000.0,(0.9477125155728893+0.029365862742758063j)
20754000000.0,(0.9447682877897308+0.02660962455096387j)
20756000000.0,(0.9417994202419813+0.02386338123430027j)
20758000000.0,(0.9388060522711082+0.02112738763291204j)
20760000000.0,(0.935788326480985+0.01840189941294696j)
20762000000.0,(0.9327463887233592+0.015687173051734747j)
20764000000.0,(0.9296803880814442+0.0129834658228633j)
20766000000.0,(0.9265904768516109+0.010291035781118311j)
20768000000.0,(0.9234768105231522+0.0076101417472504524j)
20770000000.0,(0.9203395477560943+0.004941043292537415j)
20772000000.0,(0.917178850357034+0.002284000723104809j)
20774000000.0,(0.9139948832529827-0.00036072493603784157j)
20776000000.0,(0.9107878144631972-0.0029928719572757624j)
20778000000.0,(0.9075578150689816-0.005612177927033346j)
20780000000.0,(0.904305059181447-0.008218379762817618j)
20782000000.0,(0.9010297239072171-0.010811213730710863j)
20784000000.0,(0.8977319893120701-0.013390415463351634j)
20786000000.0,(0.8944120383825133-0.015955719978451365j)
20788000000.0,(0.8910700569852829-0.01850686169789492j)
20790000000.0,(0.8877062338247707-0.02104357446747008j)
20792000000.0,(0.8843207603983783-0.023565591577275474j)
20794000000.0,(0.8809138309498059-0.026072645782856865j)
20796000000.0,(0.8774856424202809-0.02856446932711916j)
20798000000.0,(0.8740363943977404-0.031040793963069368j)
20800000000.0,(0.870566289063978-0.033501350977435805j)
20802000000.0,(0.867075531139779-0.03594587121522079j)
20804000000.0,(0.8635643278280576-0.03837408510523383j)
20806000000.0,(0.8600328887550301-0.04078572268666139j)
20808000000.0,(0.8564814259094414-0.043180513636721006j)
20810000000.0,(0.8529101535798874-0.04555818729945602j)
20812000000.0,(0.8493192882902613-0.047918472715718655j)
20814000000.0,(0.8457090487333664-0.050261098654395917j)
20816000000.0,(0.8420796557027406-0.0525857936449265j)
20818000000.0,(0.8384313320227336-0.05489228601115898j)
20820000000.0,(0.8347643024768928-0.05718030390660203j)
20822000000.0,(0.8310787937347126-0.05944957535111335j)
20824000000.0,(0.8273750342767997-0.06169982826907229j)
20826000000.0,(0.8236532543185251-0.0639307905290846j)
20828000000.0,(0.8199136857322216-0.06614218998526018j)
20830000000.0,(0.8161565619680021-0.0683337545201081j)
20832000000.0,(0.8123821179732695-0.07050521208908486j)
20834000000.0,(0.8085905901109951-0.07265629076683708j)
20836000000.0,(0.8047822160768486-0.07478671879517111j)
20838000000.0,(0.800957234815266-0.0768962246327852j)
20840000000.0,(0.7971158864345341-0.07898453700678897j)
20842000000.0,(0.7932584121209986-0.08105138496603985j)
20844000000.0,(0.7893850540524757-0.08309649793632308j)
20846000000.0,(0.7854960553109718-0.08511960577738757j)
20848000000.0,(0.7815916597948145-0.08712043884186088j)
20850000000.0,(0.7776721121302913-0.08909872803605329j)
20852000000.0,(0.7737376575829107-0.09105420488265989j)
20854000000.0,(0.7697885419683849-0.09298660158536631j)
20856000000.0,(0.7658250115634534-0.094895651095358j)
20858000000.0,(0.761847313016659-0.09678108717972841j)
20860000000.0,(0.7578556932591832-0.09864264449177931j)
20862000000.0,(0.7538503994158701-0.10048005864320007j)
20864000000.0,(0.7498316787165442-0.1022930662781054j)
20866000000.0,(0.7457997784077512-0.10408140514891148j)
20868000000.0,(0.7417549456650334-0.10584481419402281j)
20870000000.0,(0.7376974275058645-0.10758303361729503j)
20872000000.0,(0.7336274707033645-0.10929580496923609j)
20874000000.0,(0.7295453217009094-0.11098287122990477j)
20876000000.0,(0.7254512265277636-0.1126439768934552j)
20878000000.0,(0.7213454307158487-0.11427886805427546j)
20880000000.0,(0.7172281792177695-0.1158872924946613j)
20882000000.0,(0.7130997163262114-0.11746899977395989j)
20884000000.0,(0.7089602855948308-0.11902374131911599j)
20886000000.0,(0.7048101297607434-0.12055127051654438j)
20888000000.0,(0.7006494906687297-0.12205134280524935j)
20890000000.0,(0.6964786091972608-0.1235237157711088j)
20892000000.0,(0.6922977251864537-0.12496814924223071j)
20894000000.0,(0.6881070773680557-0.12638440538529086j)
20896000000.0,(0.683906903297561-0.12777224880275098j)
20898000000.0,(0.6796974392885503-0.12913144663085596j)
20900000000.0,(0.6754789203493464-0.13046176863830122j)
20902000000.0,(0.6712515801220754-0.1317629873254638j)
20904000000.0,(0.6670156508242104-0.1330348780240746j)
20906000000.0,(0.6627713631926768-0.13427721899722164j)
20908000000.0,(0.6585189464305954-0.1354897915395565j)
20910000000.0,(0.6542586281567225-0.13667238007758406j)
20912000000.0,(0.6499906343576546-0.13782477226990497j)
20914000000.0,(0.6457151893428476-0.13894675910728269j)
20916000000.0,(0.6414325157025038-0.14003813501240434j)
20918000000.0,(0.6371428342683678-0.14109869793920074j)
20920000000.0,(0.6328463640774664-0.14212824947159156j)
20922000000.0,(0.6285433223388268-0.14312659492151883j)
20924000000.0,(0.6242339244031931-0.14409354342613614j)
20926000000.0,(0.6199183837357587-0.1450289080440109j)
20928000000.0,(0.6155969118919289-0.1459325058502093j)
20930000000.0,(0.6112697184961091-0.1468041580301235j)
20932000000.0,(0.6069370112235275-0.14764368997190802j)
20934000000.0,(0.6025989957850686-0.1484509313573905j)
20936000000.0,(0.5982558759151151-0.14922571625132425j)
20938000000.0,(0.5939078533623634-0.14996788318885343j)
20940000000.0,(0.589555127883592-0.15067727526106103j)
20942000000.0,(0.5851978972403403-0.1513537401984734j)
20944000000.0,(0.5808363571984599-0.15199713045240315j)
20946000000.0,(0.5764707015304903-0.15260730327400673j)
20948000000.0,(0.5721011220207989-0.153184120790942j)
20950000000.0,(0.5677278084734336-0.15372745008151867j)
20952000000.0,(0.5633509487226159-0.1542371632462275j)
20954000000.0,(0.5589707286458063-0.15471313747655308j)
20956000000.0,(0.5545873321792658-0.15515525512096842j)
20958000000.0,(0.5502009413360324-0.15556340374802013j)
20960000000.0,(0.5458117362262269-0.15593747620641665j)
20962000000.0,(0.541419895079599-0.15627737068204087j)
20964000000.0,(0.5370255942702208-0.15658299075180837j)
20966000000.0,(0.5326290083432272-0.15685424543430393j)
20968000000.0,(0.5282303100435103-0.15709104923713343j)
20970000000.0,(0.5238296703462538-0.1572933222009317j)
20972000000.0,(0.5194272584892119-0.15746098993997987j)
20974000000.0,(0.5150232420066185-0.1575939836793839j)
20976000000.0,(0.5106177867646178-0.15769224028878107j)
20978000000.0,(0.5062110569981048-0.15775570231253988j)
20980000000.0,(0.5018032153488674-0.15778431799643255j)
20982000000.0,(0.49739442290490676-0.1577780413107607j)
20984000000.0,(0.4929848392408321-0.1577368319699242j)
20986000000.0,(0.4885746224592112-0.15766065544842886j)
20988000000.0,(0.484163929232761-0.15754948299333515j)
20990000000.0,(0.4797529148472716-0.15740329163315844j)
20992000000.0,(0.47534173324514234-0.1572220641832315j)
20994000000.0,(0.47093053706942617-0.15700578924755657j)
20996000000.0,(0.46651947770827157-0.1567544612171697j)
20998000000.0,(0.46210870533965004-0.1564680802650534j)
21000000000.0,(0.4576983689762687-0.1561466523376339j)
21002000000.0,(0.4532886165105616-0.15579018914291184j)
