Frequency,G_off/G_on
20138000000.0,(0.8716070038406344+0.5125093048469574j)
20140000000.0,(0.8715215727178172+0.512542085834987j)
20142000000.0,(0.8714332388643338+0.5125841309971325j)
20144000000.0,(0.8713421966016148+0.5126355982056031j)
20146000000.0,(0.8712486448119955+0.5126966450781993j)
20148000000.0,(0.8711527870751994+0.5127674288964569j)
20150000000.0,(0.8710548318049867+0.5128481065187851j)
20152000000.0,(0.8709549923859146+0.5129388342884641j)
20154000000.0,(0.8708534873101664+0.5130397679363622j)
20156000000.0,(0.8707505403143839+0.5131510624782268j)
20158000000.0,(0.8706463805164408+0.51327287210641j)
20160000000.0,(0.8705412425520718+0.5134053500758666j)
20162000000.0,(0.8704353667112726+0.5135486485842774j)
20164000000.0,(0.870328999074376+0.51370291864614j)
20166000000.0,(0.8702223916476909+0.5138683099606602j)
20168000000.0,(0.8701158024985898+0.5140449707732876j)
20170000000.0,(0.8700094958899134+0.5142330477307212j)
20172000000.0,(0.8699037424135517+0.514432685729223j)
20174000000.0,(0.869798819123051+0.5146440277560654j)
20176000000.0,(0.8696950096650811+0.5148672147239365j)
20178000000.0,(0.8695926044095809+0.5151023852981357j)
20180000000.0,(0.8694919005784062+0.5153496757163808j)
20182000000.0,(0.8693932023722585+0.5156092196010498j)
20184000000.0,(0.8692968210956928+0.5158811477636837j)
20186000000.0,(0.8692030752799624+0.5161655880015743j)
20188000000.0,(0.8691122908034639+0.5164626648862612j)
20190000000.0,(0.8690248010095125+0.516772499543767j)
20192000000.0,(0.868940946821177+0.517095209426393j)
20194000000.0,(0.868861076852881+0.517430908075918j)
20196000000.0,(0.8687855475184546+0.5177797048780206j)
20198000000.0,(0.8687147231353206+0.5181417048077744j)
20200000000.0,(0.8686489760244613+0.5185170081660538j)
20202000000.0,(0.8685886866058128+0.5189057103067006j)
20204000000.0,(0.8685342434886967+0.5193079013543045j)
20206000000.0,(0.8684860435569017+0.5197236659124638j)
20208000000.0,(0.8684444920479877+0.5201530827623916j)
20210000000.0,(0.8684100026263787+0.5205962245517527j)
20212000000.0,(0.8683829974497871+0.5210531574736177j)
20214000000.0,(0.8683639072284911+0.5215239409354386j)
20216000000.0,(0.8683531712769659+0.5220086272179594j)
20218000000.0,(0.8683512375573497+0.5225072611239917j)
20220000000.0,(0.8683585627142056+0.5230198796169987j)
20222000000.0,(0.8683756121000176+0.523546511449451j)
20224000000.0,(0.868402859790833+0.5240871767809286j)
20226000000.0,(0.8684407885914578+0.5246418867859765j)
20228000000.0,(0.868489890029565+0.5252106432517275j)
20230000000.0,(0.8685506643380829+0.5257934381653414j)
20232000000.0,(0.8686236204251847+0.5263902532913277j)
20234000000.0,(0.8687092758311943+0.5270010597388486j)
20236000000.0,(0.8688081566717002+0.5276258175191274j)
20238000000.0,(0.8689207975661428+0.5282644750931161j)
20240000000.0,(0.8690477415511304+0.5289169689096144j)
20242000000.0,(0.8691895399777108+0.529583222934058j)
20244000000.0,(0.8693467523918138+0.5302631481682416j)
20246000000.0,(0.86951994639706+0.5309566421612713j)
20248000000.0,(0.8697096974991161+0.5316635885120902j)
20250000000.0,(0.869916588930758+0.5323838563639598j)
20252000000.0,(0.8701412114567938+0.5331172998913288j)
20254000000.0,(0.8703841631579899+0.5338637577795663j)
20256000000.0,(0.8706460491931198+0.534623052698092j)
20258000000.0,(0.8709274815382602+0.5353949907674832j)
20260000000.0,(0.8712290787024505+0.536179361021199j)
20262000000.0,(0.8715514654188142+0.5369759348626166j)
20264000000.0,(0.871895272310267+0.5377844655181384j)
20266000000.0,(0.8722611355289012+0.5386046874871883j)
20268000000.0,(0.8726496963681762+0.5394363159899793j)
20270000000.0,(0.8730616008470264+0.5402790464140117j)
20272000000.0,(0.8734974992650223+0.5411325537603123j)
20274000000.0,(0.8739580457277321+0.5419964920905156j)
20276000000.0,(0.8744438976414503+0.542870493975952j)
20278000000.0,(0.8749557151764795+0.5437541699499778j)
20280000000.0,(0.8754941606981862+0.5446471079648724j)
20282000000.0,(0.8760598981650829+0.5455488728546956j)
20284000000.0,(0.8766535924932176+0.5464590058055788j)
20286000000.0,(0.8772759088862089+0.5473770238350075j)
20288000000.0,(0.8779275121303053+0.5483024192817336j)
20290000000.0,(0.8786090658539052+0.549234659308033j)
20292000000.0,(0.8793212317510329+0.5501731854161089j)
20294000000.0,(0.880064668768337+0.5511174129805223j)
20296000000.0,(0.8808400322552544+0.552066730798614j)
20298000000.0,(0.8816479730770549+0.5530205006609524j)
20300000000.0,(0.8824891366905809+0.5539780569439345j)
20302000000.0,(0.8833641621825887+0.5549387062267276j)
20304000000.0,(0.8842736812706988+0.5559017269348244j)
20306000000.0,(0.8852183172670752+0.5568663690125467j)
20308000000.0,(0.8861986840050847+0.5578318536269065j)
20310000000.0,(0.8872153847292841+0.5587973729052823j)
20312000000.0,(0.8882690109492571+0.5597620897094444j)
20314000000.0,(0.8893601412579321+0.560725137448495j)
20316000000.0,(0.8904893401151838+0.5616856199333493j)
20318000000.0,(0.8916571565976629+0.5626426112754076j)
20320000000.0,(0.8928641231159824+0.5635951558321112j)
20322000000.0,(0.8941107541005435+0.5645422682020864j)
20324000000.0,(0.8953975446574741+0.5654829332725958j)
20326000000.0,(0.8967249691963375+0.5664161063220211j)
20328000000.0,(0.8980934800314591+0.5673407131800827j)
20330000000.0,(0.8995035059589186+0.5682556504484895j)
20332000000.0,(0.9009554508114547+0.5691597857846714j)
20334000000.0,(0.9024496919937414+0.5700519582512042j)
20336000000.0,(0.9039865790007025+0.570930978733469j)
20338000000.0,(0.9055664319217418+0.5717956304280147j)
20340000000.0,(0.9071895399339897+0.5726446694040014j)
20342000000.0,(0.9088561597878688+0.573476825239992j)
20344000000.0,(0.9105665142885148+0.5742908017382279j)
20346000000.0,(0.9123207907767824+0.575085277718394j)
20348000000.0,(0.9141191396137941+0.5758589078927073j)
20350000000.0,(0.915961672673185+0.5766103238239874j)
20352000000.0,(0.9178484618453997+0.5773381349681693j)
20354000000.0,(0.9197795375586015+0.5780409298025104j)
20356000000.0,(0.9217548873209143+0.5787172770404916j)
20358000000.0,(0.9237744542889216+0.5793657269341799j)
20360000000.0,(0.9258381358674888+0.5799848126645317j)
20362000000.0,(0.9279457823461303+0.5805730518198386j)
20364000000.0,(0.9300971955772744+0.5811289479622035j)
20366000000.0,(0.9322921277018966+0.5816509922816094j)
20368000000.0,(0.9345302799280869+0.5821376653368134j)
20370000000.0,(0.9368113013681932+0.5825874388819339j)
20372000000.0,(0.939134787940236+0.5829987777772339j)
20374000000.0,(0.9415002813393168+0.5833701419822269j)
20376000000.0,(0.9439072680847514+0.5836999886288303j)
20378000000.0,(0.9463551786486317+0.5839867741719003j)
20380000000.0,(0.9488433866714666+0.5842289566140694j)
20382000000.0,(0.9513712082704743+0.5844249978013957j)
20384000000.0,(0.9539379014459854+0.5845733657859125j)
20386000000.0,(0.9565426655912669+0.5846725372507564j)
20388000000.0,(0.9591846411109022+0.5847209999931343j)
20390000000.0,(0.9618629091526603+0.5847172554599751j)
20392000000.0,(0.9645764914575277+0.5846598213307138j)
20394000000.0,(0.9673243503323069+0.5845472341412612j)
20396000000.0,(0.9701053887488851+0.584378051942828j)
20398000000.0,(0.9729184505739055+0.5841508569889141j)
20400000000.0,(0.9757623209322295+0.5838642584434234j)
20402000000.0,(0.9786357267071404+0.5835168951025396j)
20404000000.0,(0.9815373371798286+0.5831074381227119j)
20406000000.0,(0.9844657648101975+0.582634593746806j)
20408000000.0,(0.9874195661605771+0.5820971060202619j)
20410000000.0,(0.9903972429633756+0.5814937594888702j)
20412000000.0,(0.9933972433331789+0.5808233818696243j)
20414000000.0,(0.9964179631232439+0.5800848466859598j)
20416000000.0,(0.999457747425752+0.5792770758586129j)
20418000000.0,(1.002514892214593+0.5783990422432645j)
20420000000.0,(1.0055876461288638+0.577449772106145j)
20422000000.0,(1.008674212394637+0.5764283475288046j)
20424000000.0,(1.011772750881958+0.5753339087333381j)
20426000000.0,(1.0148813802934176+0.5741656563194998j)
20428000000.0,(1.0179981804800349+0.5729228534052987j)
20430000000.0,(1.0211211948795937+0.5716048276629229j)
20432000000.0,(1.0242484330719928+0.5702109732420871j)
20434000000.0,(1.0273778734455998+0.5687407525732392j)
20436000000.0,(1.030507465968062+0.567193698043419j)
20438000000.0,(1.0336351350544917+0.5655694135379675j)
20440000000.0,(1.0367587825254763+0.5638675758417536j)
20442000000.0,(1.0398762906468766+0.5620879358940492j)
20444000000.0,(1.0429855252429816+0.5602303198917403j)
20446000000.0,(1.04608433887419+0.5582946302361017j)
20448000000.0,(1.0491705740700465+0.5562808463189642j)
20450000000.0,(1.0522420666081782+0.5541890251447193j)
20452000000.0,(1.0552966488294175+0.552019301785253j)
20454000000.0,(1.0583321529792027+0.549771889665553j)
20456000000.0,(1.0613464145652043+0.5474470806784169j)
20458000000.0,(1.0643372757210203+0.5450452451273724j)
20460000000.0,(1.0673025885657486+0.5425668314976108j)
20462000000.0,(1.0702402185492554+0.5400123660554342j)
20464000000.0,(1.073148047773017+0.5373824522774j)
20466000000.0,(1.076023978276533+0.5346777701110366j)
20468000000.0,(1.0788659352794767+0.5318990750696709j)
20470000000.0,(1.0816718703699666+0.5290471971645595j)
20472000000.0,(1.0844397646296076+0.5261230396781612j)
20474000000.0,(1.0871676316862728+0.5231275777829797j)
20476000000.0,(1.0898535206859428+0.5200618570110056j)
20478000000.0,(1.09249551917533+0.5169269915793218j)
20480000000.0,(1.0950917558874411+0.5137241625779537j)
20482000000.0,(1.0976404034227243+0.5104546160265305j)
20484000000.0,(1.1001396808189168+0.507119660806746j)
20486000000.0,(1.1025878560032807+0.5037206664780105j)
20488000000.0,(1.1049832481214386+0.5002590609840352j)
20490000000.0,(1.1073242297376078+0.49673632825838243j)
20492000000.0,(1.1096092289016246+0.4931540057372886j)
20494000000.0,(1.111836731078744+0.48951368178826193j)
20496000000.0,(1.1140052809388172+0.4858169930631221j)
20498000000.0,(1.1161134840020568+0.4820656217842721j)
20500000000.0,(1.118160008139211+0.4782612929730466j)
20502000000.0,(1.1201435849245782+0.47440577162900854j)
20504000000.0,(1.1220630108408935+0.4705008598690475j)
20506000000.0,(1.1239171483357016+0.46654839403505366j)
20508000000.0,(1.1257049267294024+0.4625502417788415j)
20510000000.0,(1.12742534297572+0.45850829913285285j)
20512000000.0,(1.1290774622758675+0.45442448757496295j)
20514000000.0,(1.1306604185481877+0.45030075109552303j)
20516000000.0,(1.1321734147555573+0.4461390532744893j)
20518000000.0,(1.133615723093262+0.4419413743762291j)
20520000000.0,(1.13498668504051+0.43770970846927065j)
20522000000.0,(1.1362857112791263+0.43344606057793916j)
20524000000.0,(1.137512281483341+0.4291524438724623j)
20526000000.0,(1.138665943984923+0.42483087690376364j)
20528000000.0,(1.1397463153181842+0.42048338088876525j)
20530000000.0,(1.140753079649678+0.41611197705164094j)
20532000000.0,(1.1416859880976116+0.4117186840260336j)
20534000000.0,(1.1425448579462067+0.4073055153228549j)
20536000000.0,(1.1433295717604093+0.4028744768678644j)
20538000000.0,(1.1440400764064553+0.39842756461280027j)
20540000000.0,(1.144676381983935+0.39396676222343824j)
20542000000.0,(1.1452385606750317+0.38949403884752276j)
20544000000.0,(1.1457267455166713+0.3850113469651261j)
20546000000.0,(1.1461411291013204+0.38052062032359224j)
20548000000.0,(1.1464819622121614+0.3760237719588276j)
20550000000.0,(1.14674955239832+0.37152269230434176j)
20552000000.0,(1.1469442624957775+0.3670192473890659j)
20554000000.0,(1.147066509099487+0.3625152771246427j)
20556000000.0,(1.1471167609921302+0.3580125936825396j)
20558000000.0,(1.1470955375348122+0.3535129799610351j)
20560000000.0,(1.1470034070248605+0.34901818814182123j)
20562000000.0,(1.1468409850257286+0.34452993833569173j)
20564000000.0,(1.146608932673848+0.3400499173165242j)
20566000000.0,(1.1463079549670807+0.3355797773425231j)
20568000000.0,(1.1459387990392464+0.33112113506346674j)
20570000000.0,(1.1455022524249907+0.32667557051249657j)
20572000000.0,(1.1449991413190637+0.3222446261808045j)
20574000000.0,(1.1444303288338717+0.3178298061734077j)
20576000000.0,(1.143796713258942+0.3134325754440416j)
20578000000.0,(1.1430992263257407+0.30905435910708856j)
20580000000.0,(1.1423388314810599+0.30469654182432954j)
20582000000.0,(1.141516522171974+0.3003604672642167j)
20584000000.0,(1.1406333201451668+0.2960474376312832j)
20586000000.0,(1.1396902737631966+0.2917587132632414j)
20588000000.0,(1.1386884563400803+0.2874955122932637j)
20590000000.0,(1.1376289644983681+0.28325901037491247j)
20592000000.0,(1.1365129165496746+0.2790503404671526j)
20594000000.0,(1.1353414509004491+0.2748705926768727j)
20596000000.0,(1.1341157244845803+0.2707208141563396j)
20598000000.0,(1.132836911224243+0.2666020090530207j)
20600000000.0,(1.13150620052023+0.2625151385092233j)
20602000000.0,(1.1301247957728464+0.2584611207090423j)
20604000000.0,(1.1286939129342772+0.25444083097012715j)
20606000000.0,(1.1272147790931988+0.2504551018778334j)
20608000000.0,(1.125688631092262+0.24650472345937527j)
20610000000.0,(1.1241167141789248+0.24259044339564578j)
20612000000.0,(1.1225002806900206+0.2387129672684385j)
20614000000.0,(1.1208405887702835+0.23487295884086634j)
20616000000.0,(1.1191389011249913+0.2310710403688456j)
20618000000.0,(1.1173964838067383+0.22730779294158782j)
20620000000.0,(1.115614605036303+0.22358375684910867j)
20622000000.0,(1.1137945340574391+0.219899431974852j)
20624000000.0,(1.1119375400253872+0.21625527821160007j)
20626000000.0,(1.1100448909287917+0.212651715898915j)
20628000000.0,(1.1081178525446744+0.20908912628045356j)
20630000000.0,(1.1061576874260322+0.20556785197955496j)
20632000000.0,(1.1041656539215992+0.20208819749160492j)
20634000000.0,(1.10214300522724+0.19865042969173716j)
20636000000.0,(1.1000909884684296+0.19525477835653032j)
20638000000.0,(1.0980108438132155+0.1919014366984214j)
20640000000.0,(1.0959038036150477+0.1885905619116421j)
20642000000.0,(1.0937710915848318+0.1853222757285541j)
20644000000.0,(1.0916139219915288+0.18209666498533003j)
20646000000.0,(1.0894334988906371+0.17891378219600368j)
20648000000.0,(1.0872310153798512+0.17577364613397184j)
20650000000.0,(1.0850076528812074+0.17267624242010224j)
20652000000.0,(1.0827645804490134+0.16962152411666445j)
20654000000.0,(1.0805029541028521+0.16660941232635418j)
20656000000.0,(1.0782239161849725+0.16363979679575358j)
20658000000.0,(1.0759285947413606+0.16071253652260564j)
20660000000.0,(1.073618102925813+0.1578274603663552j)
20662000000.0,(1.0712935384263274+0.1549843676614385j)
20664000000.0,(1.0689559829131572+0.15218302883286622j)
20666000000.0,(1.0666065015078663+0.14942318601368054j)
20668000000.0,(1.064246142272756+0.14670455366391055j)
20670000000.0,(1.0618759357200476+0.14402681919069377j)
20672000000.0,(1.0594968943402074+0.14138964356925945j)
20674000000.0,(1.0571100121488473+0.1387926619645131j)
20676000000.0,(1.0547162642516257+0.13623548435298974j)
20678000000.0,(1.052316606426616+0.13371769614496784j)
20680000000.0,(1.0499119747236123+0.13123885880657063j)
20682000000.0,(1.0475032850798802+0.12879851048170415j)
20684000000.0,(1.0450914329518715+0.12639616661370037j)
20686000000.0,(1.0426772929624413+0.12403132056655755j)
20688000000.0,(1.040261718563141+0.12170344424568985j)
20690000000.0,(1.0378455417111674+0.11941198871811035j)
20692000000.0,(1.0354295725605775+0.11715638483199332j)
20694000000.0,(1.0330145991673991+0.11493604383556609j)
20696000000.0,(1.0306013872082889+0.11275035799529996j)
20698000000.0,(1.0281906797124047+0.11059870121337839j)
20700000000.0,(1.0257831968061901+0.1084804296444227j)
20702000000.0,(1.023379635470775+0.10639488231147319j)
20704000000.0,(1.020980669311725+0.10434138172121904j)
20706000000.0,(1.0185869483408942+0.10231923447848429j)
20708000000.0,(1.016199098770137+0.10032773189997374j)
20710000000.0,(1.0138177228166743+0.09836615062728755j)
20712000000.0,(1.0114433985199063+0.09643375323921805j)
20714000000.0,(1.0090766795694968+0.09452978886333797j)
20716000000.0,(1.006718095144553+0.09265349378688909j)
20718000000.0,(1.0043681497637587+0.09080409206698857j)
20720000000.0,(1.0020273231463102+0.0889807961401538j)
20722000000.0,(0.9996960700835408+0.08718280743115846j)
20724000000.0,(0.9973748203211115+0.0854093169612196j)
20726000000.0,(0.9950639784516776+0.08365950595552116j)
20728000000.0,(0.9927639238179295+0.08193254645006566j)
20730000000.0,(0.9904750104259393+0.08022760189785232j)
20732000000.0,(0.9881975668687414+0.0785438277743669j)
20734000000.0,(0.9859318962600814+0.07688037218237158j)
20736000000.0,(0.9836782761782925+0.07523637645596855j)
20738000000.0,(0.9814369586202498+0.07361097576391933j)
20740000000.0,(0.9792081699653663+0.07200329971218207j)
20742000000.0,(0.9769921109496074+0.07041247294563611j)
20744000000.0,(0.9747889566494987+0.06883761574894971j)
20746000000.0,(0.9725988564761082+0.06727784464654699j)
20748000000.0,(0.9704219341789949+0.06573227300161602j)
20750000000.0,(0.9682582878601195+0.06420001161411058j)
20752000000.0,(0.9661079899977069+0.06268016931767052j)
20754000000.0,(0.9639710874800739+0.06117185357540408j)
20756000000.0,(0.961847601649416+0.059674171074448217j)
20758000000.0,(0.9597375283555697+0.05818622831923575j)
20760000000.0,(0.9576408380197563+0.05670713222338004j)
20762000000.0,(0.9555574757083258+0.05523599070009102j)
20764000000.0,(0.9534873612165099+0.05377191325102709j)
20766000000.0,(0.9514303891622057+0.052314011553482684j)
20768000000.0,(0.9493864290898081+0.05086140004581095j)
20770000000.0,(0.9473553255841085+0.04941319651097005j)
20772000000.0,(0.9453368983942816+0.04796852265807968j)
20774000000.0,(0.9433309425679827+0.04652650470187545j)
20776000000.0,(0.9413372285955738+0.04508627393993215j)
20778000000.0,(0.9393555025645052+0.04364696732753721j)
20780000000.0,(0.9373854863238698+0.042207728050078365j)
20782000000.0,(0.9354268776591551+0.0407677060928191j)
20784000000.0,(0.933479350477214+0.039326058807914975j)
20786000000.0,(0.9315425550014755+0.037881951478539753j)
20788000000.0,(0.9296161179774165+0.03643455787996898j)
20790000000.0,(0.9276996428883136+0.034983060837475946j)
20792000000.0,(0.9257927101812989+0.03352665278088824j)
20794000000.0,(0.9238948775037307+0.03206453629564897j)
20796000000.0,(0.9220056799499062+0.030595924670223693j)
20798000000.0,(0.9201246303181282+0.029120042439693693j)
20800000000.0,(0.9182512193781386+0.027636125925365553j)
20802000000.0,(0.9163849161489421+0.02614342377023643j)
20804000000.0,(0.9145251681870251+0.024641197470134477j)
20806000000.0,(0.9126714018849874+0.023128721900366505j)
20808000000.0,(0.9108230227805951+0.02160528583769181j)
20810000000.0,(0.9089794158762643+0.020070192477442465j)
20812000000.0,(0.9071399459689861+0.018522759945603005j)
20814000000.0,(0.9053039579906932+0.016962321805664378j)
20816000000.0,(0.9034707773590798+0.015388227560059786j)
20818000000.0,(0.9016397103388712+0.013799843145987489j)
20820000000.0,(0.89981004441355+0.012196551425422775j)
20822000000.0,(0.8979810486675274+0.010577752669118045j)
20824000000.0,(0.8961519741787723+0.008942865034384611j)
20826000000.0,(0.8943220544218743+0.007291325036448128j)
20828000000.0,(0.892490505681543+0.005622588013164298j)
20830000000.0,(0.8906565274765322+0.003936128582878901j)
20832000000.0,(0.888819302993973+0.0022314410952107427j)
20834000000.0,(0.8869779995340948+0.0005080400745335462j)
20836000000.0,(0.8851317689653238-0.001234539344072469j)
20838000000.0,(0.8832797481897262-0.002996740986631237j)
20840000000.0,(0.8814210596187761-0.004778987220083737j)
20842000000.0,(0.8795548116594113-0.00658167854034079j)
20844000000.0,(0.8776800992103452-0.008405193168826444j)
20846000000.0,(0.8757960041685944-0.010249886657758372j)
20848000000.0,(0.8739015959461786-0.012116091504425306j)
20850000000.0,(0.87199593199694-0.014004116774716288j)
20852000000.0,(0.8700780583534306-0.015914247736172598j)
20854000000.0,(0.8681470101738069-0.017846745500825642j)
20856000000.0,(0.8662018122986636-0.019801846678100057j)
20858000000.0,(0.8642414798177338-0.02177976303805852j)
20860000000.0,(0.862265018646377-0.023780681185273444j)
20862000000.0,(0.8602714261117647-0.025804762243612618j)
20864000000.0,(0.8582596915486758-0.027852141552234578j)
20866000000.0,(0.8562287969047893-0.029922928373088447j)
20868000000.0,(0.8541777173553705-0.03201720561022354j)
20870000000.0,(0.8521054219272299-0.03413502954121398j)
20872000000.0,(0.8500108741318194-0.03627642956101051j)
20874000000.0,(0.8478930326073331-0.0384414079385331j)
20876000000.0,(0.8457508517696618-0.04062993958632532j)
20878000000.0,(0.8435832824720342-0.04284197184359302j)
20880000000.0,(0.8413892726731839-0.04507742427295246j)
20882000000.0,(0.8391677681138471-0.04733618847121885j)
20884000000.0,(0.8369177130014057-0.0496181278945661j)
20886000000.0,(0.834638050702458-0.05192307769839421j)
20888000000.0,(0.8323277244431012-0.05425084459224065j)
20890000000.0,(0.8299856780166899-0.05660120671007386j)
20892000000.0,(0.8276108564988163-0.05897391349630944j)
20894000000.0,(0.8252022069692541-0.061368685607889516j)
20896000000.0,(0.8227586792405829-0.06378521483276753j)
20898000000.0,(0.8202792265931976-0.06622316402513545j)
20900000000.0,(0.8177628065163963-0.06868216705773933j)
20902000000.0,(0.8152083814552157-0.0711618287916153j)
20904000000.0,(0.8126149195626714-0.07366172506358686j)
20906000000.0,(0.8099813954570444-0.07618140269185283j)
20908000000.0,(0.8073067909838305-0.07872037950000099j)
20910000000.0,(0.8045900959819641-0.08127814435976491j)
20912000000.0,(0.801830309053894-0.08385415725285471j)
20914000000.0,(0.7990264383390869-0.08644784935216326j)
20916000000.0,(0.7961775022905042-0.08905862312266795j)
20918000000.0,(0.7932825304535795-0.09168585244231581j)
20920000000.0,(0.7903405642472183-0.09432888274319365j)
20922000000.0,(0.7873506577463033-0.09698703117325379j)
20924000000.0,(0.7843118784651867-0.09965958677887492j)
20926000000.0,(0.7812233081416178-0.10234581070851097j)
20928000000.0,(0.7780840435205548-0.10504493643767616j)
20930000000.0,(0.7748931971372621-0.10775617001549821j)
20932000000.0,(0.7716498980991079-0.11047869033305871j)
20934000000.0,(0.7683532928654326-0.11321164941371935j)
20936000000.0,(0.7650025460248598-0.11595417272562061j)
20938000000.0,(0.7615968410693866-0.11870535951651826j)
20940000000.0,(0.7581353811645865-0.12146428317110756j)
20942000000.0,(0.754617389915238-0.12422999159095684j)
20944000000.0,(0.7510421121256664-0.12700150759716183j)
20946000000.0,(0.747408814554087-0.12977782935579868j)
20948000000.0,(0.7437167866602065-0.13255793082623812j)
20950000000.0,(0.7399653413453381-0.1353407622323534j)
20952000000.0,(0.7361538156842633-0.13812525055663152j)
20954000000.0,(0.7322815716480644-0.14091030005716826j)
20956000000.0,(0.7283479968171431-0.1436947928075026j)
20958000000.0,(0.7243525050836226-0.14647758925921306j)
20960000000.0,(0.7202945373423284-0.1492575288271738j)
20962000000.0,(0.716173562169528-0.1520334304973312j)
20964000000.0,(0.7119890764886109-0.154804093456836j)
20966000000.0,(0.7077406062218726-0.15756829774633138j)
20968000000.0,(0.7034277069275762-0.1603248049341593j)
20970000000.0,(0.6990499644214473-0.1630723588122237j)
20972000000.0,(0.6946069953817682-0.1658096861132037j)
20974000000.0,(0.6900984479372286-0.16853549724878125j)
20976000000.0,(0.6855240022367005-0.1712484870685098j)
20978000000.0,(0.6808833710000963-0.17394733563891468j)
20980000000.0,(0.676176300049486-0.17663070904237754j)
20982000000.0,(0.6714025688196478-0.17929726019532313j)
20984000000.0,(0.6665619908472377-0.1819456296851875j)
20986000000.0,(0.6616544142377719-0.1845744466256087j)
20988000000.0,(0.6566797221096368-0.18718232952924566j)
20990000000.0,(0.6516378330143345-0.1897678871975949j)
20992000000.0,(0.6465287013322158-0.1923297196271313j)
20994000000.0,(0.6413523176429449-0.19486641893106935j)
20996000000.0,(0.636108709069973-0.19737657027600317j)
20998000000.0,(0.6307979395983212-0.19985875283264196j)
21000000000.0,(0.6254201103649862-0.20231154073983318j)
21002000000.0,(0.6199753599213159-0.20473350408101812j)
