#Parameters = {C=4.48e-14; C_off=4.48e-14; C_on=0; H_add_decoupl=0.338; Hair=10; Hair_lower=10; Hpre1=0.204; Hpre1_2=0.306; Hsub1=0.508; Hsub_add1=0.168; Hsub_bottom=0.101; Hsub_top2=0.762; L=0; L1=0.02; L2_buf=0.26; L_add_cut=0.66; L_off=0; L_on=1.3e-10; L_stub_low=1.5; Ldiode=0.3302; Lline_low=1; Lp=1.52; Period_wall=0.5; Px=5; R=2.5; R_bottom_in=0.86; R_bottom_out=0.96; R_inner_bottom_ring=0.96; R_off=2.5; R_on=5.2; R_out_bottom_ring=1.11; Sigma_copper=58000000; W_ring_inner=0.15; WcircleInner_2=0.4; Wcut=0.9; Wp=1.52; X1Stub=-1.15; angle_stub=30; delta=0.3; deltaHAdd=0.101; deltaL1=0.14; deltaR2=0.15; deltaRCircle=0.2; deltaStubY=0.1; deltaStubY_top=0.3; delta_annual_ring=0.1; delta_edge=0.1; delta_via=0.9; delta_via_screen_center=0.25; h2_fr4=0.25; h2_prepreg=0.138; hSub=1.067; hfr4=0.102; l_add=0.76; phi=0; r_area=0.2; r_area_center=0.225; r_bottom_2=1.8; r_circle=0; r_out1=0; r_par=0.1; r_par_w=0.05; r_per=0.1; r_rez=0; r_road=0.05; r_shaped=1.15; r_shaped_2=1.2; r_shaped_low=1.2; r_via=0.1; r_via_center=0.125; r_via_wall=0.1; rad_circle=0.65; rez=0; roughness=0.0028; t_pog=0; th=0.018; th2=0.204; th3=0.5; th_top=0.07; theta=30; wDiode=0.3048; w_add=0.1; wstub=0.2}
#"Frequency / GHz"	"SZmax(1),Zmax(1) (theta=30) [Real/Imaginary Part] [Re]"	"SZmax(1),Zmax(1) (theta=30) [Real/Imaginary Part] [Im]"
#-----------------------------------------------------------------------------------------------------------------------------------
22.000000000000	-0.80785886157347	0.069401329641731
22.007000000000	-0.80995659702102	0.075662453605941
22.014000000000	-0.81194733214250	0.081861211545752
22.021000000000	-0.81383470299837	0.087997706026006
22.028000000000	-0.81562221776413	0.094072107855963
22.035000000000	-0.81731326054972	0.10008465008168
22.042000000000	-0.81891109519491	0.10603562239386
22.049000000000	-0.82041886902867	0.11192536592575
22.056000000000	-0.82183961658200	0.11775426841715
22.063000000000	-0.82317626324539	0.12352275972139
22.070000000000	-0.82443162886357	0.12923130763377
22.077000000000	-0.82560843126121	0.13488041402089
22.084000000000	-0.82670928969458	0.14047061123157
22.091000000000	-0.82773672822510	0.14600245877097
22.098000000000	-0.82869317901150	0.15147654022075
22.105000000000	-0.82958098551813	0.15689346038907
22.112000000000	-0.83040240563773	0.16225384267511
22.119000000000	-0.83115961472741	0.16755832663380
22.126000000000	-0.83185470855723	0.17280756572733
22.133000000000	-0.83248970617118	0.17800222525067
22.140000000000	-0.83306655266071	0.18314298041942
22.147000000000	-0.83358712185143	0.18823051460874
22.154000000000	-0.83405321890374	0.19326551773298
22.161000000000	-0.83446658282850	0.19824868475634
22.168000000000	-0.83482888891904	0.20318071432534
22.175000000000	-0.83514175110090	0.20806230751463
22.182000000000	-0.83540672420108	0.21289416667814
22.189000000000	-0.83562530613830	0.21767699439819
22.196000000000	-0.83579894003634	0.22241149252546
22.203000000000	-0.83592901626215	0.22709836130347
22.210000000000	-0.83601687439087	0.23173829857144
22.217000000000	-0.83606380509960	0.23633199903982
22.224000000000	-0.83607105199208	0.24088015363331
22.231000000000	-0.83603981335622	0.24538344889640
22.238000000000	-0.83597124385659	0.24984256645682
22.245000000000	-0.83586645616387	0.25425818254265
22.252000000000	-0.83572652252329	0.25863096754909
22.259000000000	-0.83555247626407	0.26296158565120
22.266000000000	-0.83534531325183	0.26725069445915
22.273000000000	-0.83510599328587	0.27149894471266
22.280000000000	-0.83483544144336	0.27570698001189
22.287000000000	-0.83453454937210	0.27987543658165
22.294000000000	-0.83420417653389	0.28400494306659
22.301000000000	-0.83384515140014	0.28809612035493
22.308000000000	-0.83345827260154	0.29214958142829
22.315000000000	-0.83304431003343	0.29616593123585
22.322000000000	-0.83260400591858	0.30014576659056
22.329000000000	-0.83213807582885	0.30408967608591
22.336000000000	-0.83164720966744	0.30799824003134
22.343000000000	-0.83113207261313	0.31187203040490
22.350000000000	-0.83059330602792	0.31571161082161
22.357000000000	-0.83003152832959	0.31951753651627
22.364000000000	-0.82944733583044	0.32329035433939
22.371000000000	-0.82884130354358	0.32703060276511
22.378000000000	-0.82821398595794	0.33073881191017
22.385000000000	-0.82756591778339	0.33441550356263
22.392000000000	-0.82689761466691	0.33806119121980
22.399000000000	-0.82620957388119	0.34167638013426
22.406000000000	-0.82550227498653	0.34526156736720
22.413000000000	-0.82477618046724	0.34881724184855
22.420000000000	-0.82403173634349	0.35234388444297
22.427000000000	-0.82326937275960	0.35584196802124
22.434000000000	-0.82248950454963	0.35931195753640
22.441000000000	-0.82169253178132	0.36275431010412
22.448000000000	-0.82087884027910	0.36616947508685
22.455000000000	-0.82004880212704	0.36955789418121
22.462000000000	-0.81920277615264	0.37292000150827
22.469000000000	-0.81834110839200	0.37625622370627
22.476000000000	-0.81746413253735	0.37956698002551
22.483000000000	-0.81657217036752	0.38285268242499
22.490000000000	-0.81566553216200	0.38611373567055
22.497000000000	-0.81474451709932	0.38935053743422
22.504000000000	-0.81380941364035	0.39256347839449
22.511000000000	-0.81286049989707	0.39575294233735
22.518000000000	-0.81189804398749	0.39891930625777
22.525000000000	-0.81092230437713	0.40206294046156
22.532000000000	-0.80993353020772	0.40518420866728
22.539000000000	-0.80893196161359	0.40828346810812
22.546000000000	-0.80791783002614	0.41136106963365
22.553000000000	-0.80689135846700	0.41441735781118
22.560000000000	-0.80585276183032	0.41745267102670
22.567000000000	-0.80480224715443	0.42046734158521
22.574000000000	-0.80374001388355	0.42346169581047
22.581000000000	-0.80266625411973	0.42643605414393
22.588000000000	-0.80158115286557	0.42939073124280
22.595000000000	-0.80048488825790	0.43232603607729
22.602000000000	-0.79937763179296	0.43524227202677
22.609000000000	-0.79825954854327	0.43813973697498
22.616000000000	-0.79713079736660	0.44101872340408
22.623000000000	-0.79599153110729	0.44387951848763
22.630000000000	-0.79484189679023	0.44672240418227
22.637000000000	-0.79368203580787	0.44954765731837
22.644000000000	-0.79251208410036	0.45235554968928
22.651000000000	-0.79133217232921	0.45514634813935
22.658000000000	-0.79014242604475	0.45792031465071
22.665000000000	-0.78894296584745	0.46067770642871
22.672000000000	-0.78773390754359	0.46341877598601
22.679000000000	-0.78651536229523	0.46614377122535
22.686000000000	-0.78528743676490	0.46885293552103
22.693000000000	-0.78405023325515	0.47154650779896
22.700000000000	-0.78280384984305	0.47422472261543
22.707000000000	-0.78154838051006	0.47688781023444
22.714000000000	-0.78028391526717	0.47953599670383
22.721000000000	-0.77901054027571	0.48216950392987
22.728000000000	-0.77772833796390	0.48478854975067
22.735000000000	-0.77643738713930	0.48739334800816
22.742000000000	-0.77513776309731	0.48998410861881
22.749000000000	-0.77382953772590	0.49256103764293
22.756000000000	-0.77251277960668	0.49512433735277
22.763000000000	-0.77118755411245	0.49767420629928
22.770000000000	-0.76985392350141	0.50021083937753
22.777000000000	-0.76851194700807	0.50273442789097
22.784000000000	-0.76716168093100	0.50524515961431
22.791000000000	-0.76580317871764	0.50774321885523
22.798000000000	-0.76443649104613	0.51022878651488
22.805000000000	-0.76306166590433	0.51270204014703
22.812000000000	-0.76167874866622	0.51516315401622
22.819000000000	-0.76028778216562	0.51761229915454
22.826000000000	-0.75888880676739	0.52004964341737
22.833000000000	-0.75748186043630	0.52247535153791
22.840000000000	-0.75606697880347	0.52488958518057
22.847000000000	-0.75464419523066	0.52729250299329
22.854000000000	-0.75321354087229	0.52968426065871
22.861000000000	-0.75177504473545	0.53206501094426
22.868000000000	-0.75032873373792	0.53443490375127
22.875000000000	-0.74887463276414	0.53679408616288
22.882000000000	-0.74741276471940	0.53914270249104
22.889000000000	-0.74594315058221	0.54148089432246
